Description,Count,GeneRatio,BgRatio,p.adjust,ENTREZIDs,SYMBOLs,ENSEMBLIDs,category
GO_HISTONE_H2B_UBIQUITINATION,1,1/560,12/16881,0.6837688690057203,22083,Ctr9,ENSMUSG00000005609,C5
GO_HOMOCYSTEINE_METABOLIC_PROCESS,1,1/560,12/16881,0.6837688690057203,246221,Mpst,ENSMUSG00000071711,C5
GO_INFLAMMASOME_COMPLEX,1,1/560,12/16881,0.6837688690057203,195046,Nlrp1a,ENSMUSG00000069830,C5
GO_INHIBITORY_SYNAPSE_ASSEMBLY,1,1/560,12/16881,0.6837688690057203,20354,Sema4d,ENSMUSG00000021451,C5
GO_INORGANIC_ANION_EXCHANGER_ACTIVITY,1,1/560,12/16881,0.6837688690057203,20535,Slc4a2,ENSMUSG00000028962,C5
GO_INSEMINATION,1,1/560,12/16881,0.6837688690057203,15567,Slc6a4,ENSMUSG00000020838,C5
GO_INTRACILIARY_RETROGRADE_TRANSPORT,1,1/560,12/16881,0.6837688690057203,56455,Dynll1,ENSMUSG00000009013,C5
GO_KERATINOCYTE_DEVELOPMENT,1,1/560,12/16881,0.6837688690057203,72333,Palld,ENSMUSG00000058056,C5
GO_LATERAL_VENTRICLE_DEVELOPMENT,1,1/560,12/16881,0.6837688690057203,77579,Myh10,ENSMUSG00000020900,C5
GO_LEUKOCYTE_AGGREGATION,1,1/560,12/16881,0.6837688690057203,20354,Sema4d,ENSMUSG00000021451,C5
GO_LOCOMOTORY_EXPLORATION_BEHAVIOR,1,1/560,12/16881,0.6837688690057203,11816,Apoe,ENSMUSG00000002985,C5
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,1,1/560,12/16881,0.6837688690057203,216161,Sbno2,ENSMUSG00000035673,C5
GO_MANGANESE_ION_TRANSPORT,1,1/560,12/16881,0.6837688690057203,18173,Slc11a1,ENSMUSG00000026177,C5
GO_MEIOTIC_SPINDLE_ORGANIZATION,1,1/560,12/16881,0.6837688690057203,17886,Myh9,ENSMUSG00000022443,C5
GO_MITOTIC_NUCLEAR_ENVELOPE_DISASSEMBLY,1,1/560,12/16881,0.6837688690057203,18751,Prkcb,ENSMUSG00000052889,C5
GO_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS,1,1/560,12/16881,0.6837688690057203,76969,Chst1,ENSMUSG00000027221,C5
GO_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION,1,1/560,12/16881,0.6837688690057203,20304,Ccl5,ENSMUSG00000035042,C5
GO_NEGATIVE_REGULATION_OF_ACTION_POTENTIAL,1,1/560,12/16881,0.6837688690057203,64095,Gpr35,ENSMUSG00000026271,C5
GO_NEGATIVE_REGULATION_OF_GLYCOLYTIC_PROCESS,1,1/560,12/16881,0.6837688690057203,20848,Stat3,ENSMUSG00000004040,C5
GO_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,1,1/560,12/16881,0.6837688690057203,27403,Abca7,ENSMUSG00000035722,C5
GO_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,1,1/560,12/16881,0.6837688690057203,19172,Psmb4,ENSMUSG00000005779,C5
GO_NEGATIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION,1,1/560,12/16881,0.6837688690057203,11816,Apoe,ENSMUSG00000002985,C5
GO_NEGATIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION,1,1/560,12/16881,0.6837688690057203,11303,Abca1,ENSMUSG00000015243,C5
GO_NEGATIVE_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY,1,1/560,12/16881,0.6837688690057203,53614,Reck,ENSMUSG00000028476,C5
GO_NEGATIVE_REGULATION_OF_NEURON_MIGRATION,1,1/560,12/16881,0.6837688690057203,20848,Stat3,ENSMUSG00000004040,C5
GO_NEGATIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION,1,1/560,12/16881,0.6837688690057203,229521,Syt11,ENSMUSG00000068923,C5
GO_NEGATIVE_REGULATION_OF_PLATELET_AGGREGATION,1,1/560,12/16881,0.6837688690057203,12527,Cd9,ENSMUSG00000030342,C5
GO_NEGATIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT,1,1/560,12/16881,0.6837688690057203,71472,Usp19,ENSMUSG00000006676,C5
GO_NEUROTRANSMITTER_GATED_ION_CHANNEL_CLUSTERING,1,1/560,12/16881,0.6837688690057203,11816,Apoe,ENSMUSG00000002985,C5
GO_NK_T_CELL_ACTIVATION,1,1/560,12/16881,0.6837688690057203,16168,Il15,ENSMUSG00000031712,C5
GO_NUCLEOSIDE_DIPHOSPHATASE_ACTIVITY,1,1/560,12/16881,0.6837688690057203,213484,Nudt18,ENSMUSG00000045211,C5
GO_NUCLEOTIDE_EXCISION_REPAIR_COMPLEX,1,1/560,12/16881,0.6837688690057203,19359,Rad23b,ENSMUSG00000028426,C5
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_NAD_P_AS_ACCEPTOR,1,1/560,12/16881,0.6837688690057203,22166,Txn1,ENSMUSG00000028367,C5
GO_PARANODE_REGION_OF_AXON,1,1/560,12/16881,0.6837688690057203,13823,Epb41l3,ENSMUSG00000024044,C5
GO_PHOSPHATE_ION_BINDING,1,1/560,12/16881,0.6837688690057203,11565,Adssl1,ENSMUSG00000011148,C5
GO_PHOSPHOLIPASE_ACTIVATOR_ACTIVITY,1,1/560,12/16881,0.6837688690057203,20304,Ccl5,ENSMUSG00000035042,C5
GO_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS,1,1/560,12/16881,0.6837688690057203,11816,Apoe,ENSMUSG00000002985,C5
GO_POSITIVE_REGULATION_OF_FERTILIZATION,1,1/560,12/16881,0.6837688690057203,218454,Lhfpl2,ENSMUSG00000045312,C5
GO_POSITIVE_REGULATION_OF_FIBROBLAST_MIGRATION,1,1/560,12/16881,0.6837688690057203,21825,Thbs1,ENSMUSG00000040152,C5
GO_POSITIVE_REGULATION_OF_HAIR_CYCLE,1,1/560,12/16881,0.6837688690057203,101706,Numa1,ENSMUSG00000066306,C5
GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_BIOSYNTHETIC_PROCESS,1,1/560,12/16881,0.6837688690057203,102657,Cd276,ENSMUSG00000035914,C5
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_BIOSYNTHETIC_PROCESS,1,1/560,12/16881,0.6837688690057203,20848,Stat3,ENSMUSG00000004040,C5
GO_POSITIVE_REGULATION_OF_KILLING_OF_CELLS_OF_OTHER_ORGANISM,1,1/560,12/16881,0.6837688690057203,18126,Nos2,ENSMUSG00000020826,C5
GO_POSITIVE_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,1,1/560,12/16881,0.6837688690057203,20193,S100a1,ENSMUSG00000044080,C5
GO_POST_EMBRYONIC_ANIMAL_MORPHOGENESIS,1,1/560,12/16881,0.6837688690057203,12028,Bax,ENSMUSG00000003873,C5
GO_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_COUPLING_FACTOR_F_O_,1,1/560,12/16881,0.6837688690057203,228033,Atp5g3,ENSMUSG00000018770,C5
GO_QUATERNARY_AMMONIUM_GROUP_TRANSPORT,1,1/560,12/16881,0.6837688690057203,30805,Slc22a4,ENSMUSG00000020334,C5
GO_RADIAL_GLIAL_CELL_DIFFERENTIATION,1,1/560,12/16881,0.6837688690057203,20848,Stat3,ENSMUSG00000004040,C5
GO_REGULATION_OF_ASTROCYTE_ACTIVATION,1,1/560,12/16881,0.6837688690057203,12273,C5ar1,ENSMUSG00000049130,C5
GO_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,1,1/560,12/16881,0.6837688690057203,11789,Apc,ENSMUSG00000005871,C5
GO_REGULATION_OF_DENDRITIC_SPINE_MAINTENANCE,1,1/560,12/16881,0.6837688690057203,11816,Apoe,ENSMUSG00000002985,C5
GO_REGULATION_OF_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,1,1/560,12/16881,0.6837688690057203,12028,Bax,ENSMUSG00000003873,C5
GO_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL,1,1/560,12/16881,0.6837688690057203,192176,Flna,ENSMUSG00000031328,C5
GO_REGULATION_OF_PROTEIN_DEUBIQUITINATION,1,1/560,12/16881,0.6837688690057203,53890,Sart3,ENSMUSG00000018974,C5
GO_RESPONSE_TO_ANTIMETABOLITE,1,1/560,12/16881,0.6837688690057203,27053,Asns,ENSMUSG00000029752,C5
GO_RESPONSE_TO_MACROPHAGE_COLONY_STIMULATING_FACTOR,1,1/560,12/16881,0.6837688690057203,12978,Csf1r,ENSMUSG00000024621,C5
GO_RIBONUCLEASE_P_ACTIVITY,1,1/560,12/16881,0.6837688690057203,67053,Rpp14,ENSMUSG00000023156,C5
GO_RNA_POLYMERASE_I_COMPLEX,1,1/560,12/16881,0.6837688690057203,69833,Polr2f,ENSMUSG00000033020,C5
GO_SODIUM_POTASSIUM_EXCHANGING_ATPASE_COMPLEX,1,1/560,12/16881,0.6837688690057203,232975,Atp1a3,ENSMUSG00000040907,C5
GO_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY,1,1/560,12/16881,0.6837688690057203,53890,Sart3,ENSMUSG00000018974,C5
GO_SYNAPTIC_VESICLE_MATURATION,1,1/560,12/16881,0.6837688690057203,20910,Stxbp1,ENSMUSG00000026797,C5
GO_T_HELPER_17_CELL_LINEAGE_COMMITMENT,1,1/560,12/16881,0.6837688690057203,20848,Stat3,ENSMUSG00000004040,C5
GO_TORC2_COMPLEX,1,1/560,12/16881,0.6837688690057203,75425,Tti1,ENSMUSG00000027650,C5
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ADAPTOR_ACTIVITY,1,1/560,12/16881,0.6837688690057203,23921,Sh2b2,ENSMUSG00000005057,C5
GO_TRAPP_COMPLEX,1,1/560,12/16881,0.6837688690057203,59005,Trappc2l,ENSMUSG00000015013,C5
GO_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE_REMODELING,1,1/560,12/16881,0.6837688690057203,11816,Apoe,ENSMUSG00000002985,C5
GO_TRNA_5_LEADER_REMOVAL,1,1/560,12/16881,0.6837688690057203,67053,Rpp14,ENSMUSG00000023156,C5
GO_TRNA_THREONYLCARBAMOYLADENOSINE_METABOLIC_PROCESS,1,1/560,12/16881,0.6837688690057203,66971,Cdk5rap1,ENSMUSG00000027487,C5
GO_VENTRICULAR_CARDIAC_MUSCLE_CELL_DEVELOPMENT,1,1/560,12/16881,0.6837688690057203,77579,Myh10,ENSMUSG00000020900,C5
GO_BETA_CATENIN_TCF_COMPLEX_ASSEMBLY,2,2/560,30/16881,0.6837688690057203,21887/21888,Tle3/Tle4,ENSMUSG00000032280/ENSMUSG00000024642,C5
GO_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS,2,2/560,30/16881,0.6837688690057203,18186/67784,Nrp1/Plxnd1,ENSMUSG00000025810/ENSMUSG00000030123,C5
GO_CEREBELLAR_CORTEX_MORPHOGENESIS,2,2/560,30/16881,0.6837688690057203,19883/12568,Rora/Cdk5,ENSMUSG00000032238/ENSMUSG00000028969,C5
GO_ENDOTHELIAL_CELL_CHEMOTAXIS,2,2/560,30/16881,0.6837688690057203,18186/21825,Nrp1/Thbs1,ENSMUSG00000025810/ENSMUSG00000040152,C5
GO_NAD_BIOSYNTHETIC_PROCESS,2,2/560,30/16881,0.6837688690057203,70789/66454,Kynu/Nmnat1,ENSMUSG00000026866/ENSMUSG00000028992,C5
GO_NEUROMUSCULAR_SYNAPTIC_TRANSMISSION,2,2/560,30/16881,0.6837688690057203,20910/16561,Stxbp1/Kif1b,ENSMUSG00000026797/ENSMUSG00000063077,C5
GO_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION_INVOLVED_IN_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_SIGNALING_PATHWAY,2,2/560,30/16881,0.6837688690057203,64095/14744,Gpr35/Gpr65,ENSMUSG00000026271/ENSMUSG00000021886,C5
GO_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,2,2/560,30/16881,0.6837688690057203,20926/22083,Supt6/Ctr9,ENSMUSG00000002052/ENSMUSG00000005609,C5
GO_POSITIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY,2,2/560,30/16881,0.6837688690057203,69710/18186,Arap1/Nrp1,ENSMUSG00000032812/ENSMUSG00000025810,C5
GO_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE,2,2/560,30/16881,0.6837688690057203,229521/20910,Syt11/Stxbp1,ENSMUSG00000068923/ENSMUSG00000026797,C5
GO_PROTEIN_DEMETHYLATION,2,2/560,30/16881,0.6837688690057203,20591/193796,Kdm5c/Kdm4b,ENSMUSG00000025332/ENSMUSG00000024201,C5
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_DRUG,2,2/560,30/16881,0.6837688690057203,19766/22166,Ripk1/Txn1,ENSMUSG00000021408/ENSMUSG00000028367,C5
GO_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,2,2/560,30/16881,0.6837688690057203,20910/16190,Stxbp1/Il4ra,ENSMUSG00000026797/ENSMUSG00000030748,C5
GO_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY,2,2/560,30/16881,0.6837688690057203,17381/434341,Mmp12/Nlrc5,ENSMUSG00000049723/ENSMUSG00000074151,C5
GO_RESPONSE_TO_PAIN,2,2/560,30/16881,0.6837688690057203,21825/12334,Thbs1/Capn2,ENSMUSG00000040152/ENSMUSG00000026509,C5
GO_RIBONUCLEOTIDE_CATABOLIC_PROCESS,2,2/560,30/16881,0.6837688690057203,213484/11717,Nudt18/Ampd3,ENSMUSG00000045211/ENSMUSG00000005686,C5
GO_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY,2,2/560,30/16881,0.6837688690057203,66211/110954,Rpl3l/Rpl10,ENSMUSG00000002500/ENSMUSG00000008682,C5
GO_RRNA_TRANSCRIPTION,2,2/560,30/16881,0.6837688690057203,269252/233863,Gtf3c4/Gtf3c1,ENSMUSG00000035666/ENSMUSG00000032777,C5
GO_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,2,2/560,30/16881,0.6837688690057203,16000/11911,Igf1/Atf4,ENSMUSG00000020053/ENSMUSG00000042406,C5
GO_ALPHA_ACTININ_BINDING,2,2/560,31/16881,0.6837688690057203,72333/30794,Palld/Pdlim4,ENSMUSG00000058056/ENSMUSG00000020388,C5
GO_CELL_DEATH_IN_RESPONSE_TO_HYDROGEN_PEROXIDE,2,2/560,31/16881,0.6837688690057203,19766/22166,Ripk1/Txn1,ENSMUSG00000021408/ENSMUSG00000028367,C5
GO_CELLULAR_RESPONSE_TO_VITAMIN,2,2/560,31/16881,0.6837688690057203,14276/16168,Folr2/Il15,ENSMUSG00000032725/ENSMUSG00000031712,C5
GO_INTERLEUKIN_13_PRODUCTION,2,2/560,31/16881,0.6837688690057203,232801/15040,Lilra5/H2-T23,ENSMUSG00000070873/ENSMUSG00000067212,C5
GO_PEPTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,2,2/560,31/16881,0.6837688690057203,56322/17250,Timm22/Abcc1,ENSMUSG00000020843/ENSMUSG00000023088,C5
GO_PROTEIN_LOCALIZATION_TO_MICROTUBULE_ORGANIZING_CENTER,2,2/560,31/16881,0.6837688690057203,101706/11789,Numa1/Apc,ENSMUSG00000066306/ENSMUSG00000005871,C5
GO_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,2,2/560,31/16881,0.6837688690057203,64209/12913,Herpud1/Creb3,ENSMUSG00000031770/ENSMUSG00000028466,C5
GO_REGULATION_OF_PLATELET_ACTIVATION,2,2/560,31/16881,0.6837688690057203,11816/12527,Apoe/Cd9,ENSMUSG00000002985/ENSMUSG00000030342,C5
GO_S_ACYLTRANSFERASE_ACTIVITY,2,2/560,31/16881,0.6837688690057203,27801/228136,Zdhhc8/Zdhhc5,ENSMUSG00000060166/ENSMUSG00000034075,C5
GO_SOLUTE_CATION_ANTIPORTER_ACTIVITY,2,2/560,31/16881,0.6837688690057203,18173/30805,Slc11a1/Slc22a4,ENSMUSG00000026177/ENSMUSG00000020334,C5
GO_SYNAPTIC_TRANSMISSION_DOPAMINERGIC,2,2/560,31/16881,0.6837688690057203,15567/12568,Slc6a4/Cdk5,ENSMUSG00000020838/ENSMUSG00000028969,C5
GO_TUMOR_NECROSIS_FACTOR_RECEPTOR_BINDING,2,2/560,31/16881,0.6837688690057203,22032/20846,Traf4/Stat1,ENSMUSG00000017386/ENSMUSG00000026104,C5
GO_UBIQUITIN_CONJUGATING_ENZYME_BINDING,2,2/560,31/16881,0.6837688690057203,54473/23807,Tollip/Arih2,ENSMUSG00000025139/ENSMUSG00000064145,C5
GO_VASODILATION,2,2/560,31/16881,0.6837688690057203,11554/11816,Adrb1/Apoe,ENSMUSG00000035283/ENSMUSG00000002985,C5
GO_ALPHA_BETA_T_CELL_PROLIFERATION,2,2/560,32/16881,0.6837688690057203,16168/15040,Il15/H2-T23,ENSMUSG00000031712/ENSMUSG00000067212,C5
GO_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION,2,2/560,32/16881,0.6837688690057203,434204/20430,Whamm/Cyfip1,ENSMUSG00000045795/ENSMUSG00000030447,C5
GO_CHEMOKINE_BINDING,2,2/560,32/16881,0.6837688690057203,12774/227288,Ccr5/Cxcr1,ENSMUSG00000079227/ENSMUSG00000048480,C5
GO_ERBB2_SIGNALING_PATHWAY,2,2/560,32/16881,0.6837688690057203,17179/15519,Matk/Hsp90aa1,ENSMUSG00000004933/ENSMUSG00000021270,C5
GO_EXPORT_ACROSS_PLASMA_MEMBRANE,2,2/560,32/16881,0.6837688690057203,232975/105722,Atp1a3/Ano6,ENSMUSG00000040907/ENSMUSG00000064210,C5
GO_INTERLEUKIN_17_PRODUCTION,2,2/560,32/16881,0.6837688690057203,105855/16168,Nckap1l/Il15,ENSMUSG00000022488/ENSMUSG00000031712,C5
GO_MULTIVESICULAR_BODY_SORTING_PATHWAY,2,2/560,32/16881,0.6837688690057203,114128/68953,Laptm4b/Chmp2a,ENSMUSG00000022257/ENSMUSG00000033916,C5
GO_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,2,2/560,32/16881,0.6837688690057203,78294/19766,Rps27a/Ripk1,ENSMUSG00000020460/ENSMUSG00000021408,C5
GO_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,2,2/560,32/16881,0.6837688690057203,13548/67338,Dyrk1a/Rffl,ENSMUSG00000022897/ENSMUSG00000020696,C5
GO_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,2,2/560,32/16881,0.6837688690057203,11565/11717,Adssl1/Ampd3,ENSMUSG00000011148/ENSMUSG00000005686,C5
GO_PHAGOPHORE_ASSEMBLY_SITE,2,2/560,32/16881,0.6837688690057203,245860/17966,Atg9a/Nbr1,ENSMUSG00000033124/ENSMUSG00000017119,C5
GO_POSITIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY,2,2/560,32/16881,0.6837688690057203,108954/16452,Ppp1r15b/Jak2,ENSMUSG00000046062/ENSMUSG00000024789,C5
GO_POSITIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MITOCHONDRION,2,2/560,32/16881,0.6837688690057203,23807/66177,Arih2/Ubl5,ENSMUSG00000064145/ENSMUSG00000084786,C5
GO_PROTEIN_SERINE_THREONINE_KINASE_INHIBITOR_ACTIVITY,2,2/560,32/16881,0.6837688690057203,74370/19087,Rptor/Prkar2a,ENSMUSG00000025583/ENSMUSG00000032601,C5
GO_PYRIMIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,2,2/560,32/16881,0.6837688690057203,52463/11810,Tet1/Apobec1,ENSMUSG00000047146/ENSMUSG00000040613,C5
GO_RAN_GTPASE_BINDING,2,2/560,32/16881,0.6837688690057203,320727/230673,Ipo8/Ipo13,ENSMUSG00000040029/ENSMUSG00000033365,C5
GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC,2,2/560,32/16881,0.6837688690057203,20910/64652,Stxbp1/Nisch,ENSMUSG00000026797/ENSMUSG00000021910,C5
GO_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I,2,2/560,32/16881,0.6837688690057203,192176/11911,Flna/Atf4,ENSMUSG00000031328/ENSMUSG00000042406,C5
GO_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY,2,2/560,33/16881,0.6837688690057203,16000/22166,Igf1/Txn1,ENSMUSG00000020053/ENSMUSG00000028367,C5
GO_CATECHOLAMINE_METABOLIC_PROCESS,2,2/560,33/16881,0.6837688690057203,16409/13819,Itgam/Epas1,ENSMUSG00000030786/ENSMUSG00000024140,C5
GO_CRISTAE_FORMATION,2,2/560,33/16881,0.6837688690057203,107197/228033,Uqcc3/Atp5g3,ENSMUSG00000071654/ENSMUSG00000018770,C5
GO_EATING_BEHAVIOR,2,2/560,33/16881,0.6837688690057203,23886/20848,Gdf15/Stat3,ENSMUSG00000038508/ENSMUSG00000004040,C5
GO_INTERLEUKIN_4_PRODUCTION,2,2/560,33/16881,0.6837688690057203,12608/15040,Cebpb/H2-T23,ENSMUSG00000056501/ENSMUSG00000067212,C5
GO_INTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY,2,2/560,33/16881,0.6837688690057203,28240/171166,Trpm2/Mcoln3,ENSMUSG00000009292/ENSMUSG00000036853,C5
GO_MATERNAL_PLACENTA_DEVELOPMENT,2,2/560,33/16881,0.6837688690057203,71069/13039,Stox2/Ctsl,ENSMUSG00000038143/ENSMUSG00000021477,C5
GO_POSITIVE_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS,2,2/560,33/16881,0.6837688690057203,238377/56455,Gpr68/Dynll1,ENSMUSG00000047415/ENSMUSG00000009013,C5
GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,2,2/560,33/16881,0.6837688690057203,20910/210274,Stxbp1/Shank2,ENSMUSG00000026797/ENSMUSG00000037541,C5
GO_PROTEIN_PALMITOYLATION,2,2/560,33/16881,0.6837688690057203,27801/228136,Zdhhc8/Zdhhc5,ENSMUSG00000060166/ENSMUSG00000034075,C5
GO_RAC_PROTEIN_SIGNAL_TRANSDUCTION,2,2/560,33/16881,0.6837688690057203,20430/64652,Cyfip1/Nisch,ENSMUSG00000030447/ENSMUSG00000021910,C5
GO_RECEPTOR_CATABOLIC_PROCESS,2,2/560,33/16881,0.6837688690057203,11816/12568,Apoe/Cdk5,ENSMUSG00000002985/ENSMUSG00000028969,C5
GO_REGULATION_OF_AMINO_ACID_TRANSPORT,2,2/560,33/16881,0.6837688690057203,20910/18627,Stxbp1/Per2,ENSMUSG00000026797/ENSMUSG00000055866,C5
GO_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,2,2/560,33/16881,0.6837688690057203,13548/19941,Dyrk1a/Rpl26,ENSMUSG00000022897/ENSMUSG00000060938,C5
GO_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS,2,2/560,33/16881,0.6837688690057203,11501/20304,Adam8/Ccl5,ENSMUSG00000025473/ENSMUSG00000035042,C5
GO_RESPONSE_TO_IRON_ION,2,2/560,33/16881,0.6837688690057203,12010/11428,B2m/Aco1,ENSMUSG00000060802/ENSMUSG00000028405,C5
GO_ATPASE_ACTIVITY_COUPLED_TO_TRANSMEMBRANE_MOVEMENT_OF_IONS_ROTATIONAL_MECHANISM,2,2/560,34/16881,0.6837688690057203,21871/228033,Atp6v0a2/Atp5g3,ENSMUSG00000038023/ENSMUSG00000018770,C5
GO_BRAIN_MORPHOGENESIS,2,2/560,34/16881,0.6837688690057203,15567/210274,Slc6a4/Shank2,ENSMUSG00000020838/ENSMUSG00000037541,C5
GO_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS,2,2/560,34/16881,0.6837688690057203,11810/213484,Apobec1/Nudt18,ENSMUSG00000040613/ENSMUSG00000045211,C5
GO_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA_,2,2/560,34/16881,0.6837688690057203,16785/20044,Rpsa/Rps14,ENSMUSG00000032518/ENSMUSG00000024608,C5
GO_MULTICELLULAR_ORGANISM_AGING,2,2/560,34/16881,0.6837688690057203,15925/13039,Ide/Ctsl,ENSMUSG00000056999/ENSMUSG00000021477,C5
GO_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY,2,2/560,34/16881,0.6837688690057203,66971/11789,Cdk5rap1/Apc,ENSMUSG00000027487/ENSMUSG00000005871,C5
GO_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION,2,2/560,34/16881,0.6837688690057203,338467/12028,Morc3/Bax,ENSMUSG00000039456/ENSMUSG00000003873,C5
GO_PEPTIDYL_ASPARAGINE_MODIFICATION,2,2/560,34/16881,0.6837688690057203,217664/13135,Mgat2/Dad1,ENSMUSG00000043998/ENSMUSG00000022174,C5
GO_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,2,2/560,34/16881,0.6837688690057203,105855/16190,Nckap1l/Il4ra,ENSMUSG00000022488/ENSMUSG00000030748,C5
GO_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,2,2/560,34/16881,0.6837688690057203,14733/21825,Gpc1/Thbs1,ENSMUSG00000034220/ENSMUSG00000040152,C5
GO_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS,2,2/560,34/16881,0.6837688690057203,16000/16548,Igf1/Khk,ENSMUSG00000020053/ENSMUSG00000029162,C5
GO_REGULATION_OF_VASCULAR_PERMEABILITY,2,2/560,34/16881,0.6837688690057203,19271/109934,Ptprj/Abr,ENSMUSG00000025314/ENSMUSG00000017631,C5
GO_RNA_CAPPING,2,2/560,34/16881,0.6837688690057203,20020/69833,Polr2a/Polr2f,ENSMUSG00000005198/ENSMUSG00000033020,C5
GO_SECRETION_BY_TISSUE,2,2/560,34/16881,0.6837688690057203,16534/12847,Kcnn4/Copa,ENSMUSG00000054342/ENSMUSG00000026553,C5
GO_SULFUR_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,2,2/560,34/16881,0.6837688690057203,20510/17250,Slc1a1/Abcc1,ENSMUSG00000024935/ENSMUSG00000023088,C5
GO_ACYLGLYCEROL_HOMEOSTASIS,2,2/560,35/16881,0.6837688690057203,19883/11816,Rora/Apoe,ENSMUSG00000032238/ENSMUSG00000002985,C5
GO_AUTOPHAGOSOME_MATURATION,2,2/560,35/16881,0.6837688690057203,237782/100502841,Smcr8/Epg5,ENSMUSG00000049323/ENSMUSG00000039840,C5
GO_BASAL_PLASMA_MEMBRANE,2,2/560,35/16881,0.6837688690057203,17913/104099,Myo1c/Itga9,ENSMUSG00000017774/ENSMUSG00000039115,C5
