category,group,size.group,size.overlap.category,size.category,Description,size.overlap.term,size.term,k.K,p.adjust,qvalue,ENTREZIDs,SYMBOLs,ENSEMBLIDs
H,09,164,33,4395,HALLMARK_TGF_BETA_SIGNALING,2,54,0.037037037037037035,0.31402891404809974,0.2881776809078378,15902/12168,Id2/Bmpr2,ENSMUSG00000020644/ENSMUSG00000067336
H,09,164,33,4395,HALLMARK_FATTY_ACID_METABOLISM,3,160,0.01875,0.50635165730504506,0.46466818754039224,23945/13849/18207,Mgll/Ephx1/Nthl1,ENSMUSG00000033174/ENSMUSG00000038776/ENSMUSG00000041429
H,09,164,33,4395,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,3,200,0.015,0.5988682847481351,0.5495687363410687,15902/14102/13518,Id2/Fas/Dst,ENSMUSG00000020644/ENSMUSG00000024778/ENSMUSG00000026131
H,09,164,33,4395,HALLMARK_ESTROGEN_RESPONSE_LATE,3,206,0.014563106796116505,0.5988682847481351,0.5495687363410687,15902/13418/19143,Id2/Dnajc1/St14,ENSMUSG00000020644/ENSMUSG00000026740/ENSMUSG00000031995
H,09,164,33,4395,HALLMARK_OXIDATIVE_PHOSPHORYLATION,3,198,0.015151515151515152,0.5988682847481351,0.5495687363410687,17991/20930/12369,Ndufa2/Surf1/Casp7,ENSMUSG00000014294/ENSMUSG00000015790/ENSMUSG00000025076
H,09,164,33,4395,HALLMARK_PI3K_AKT_MTOR_SIGNALING,2,105,0.01904761904761905,0.5988682847481351,0.5495687363410687,12575/66350,Cdkn1a/Pla2g12a,ENSMUSG00000023067/ENSMUSG00000027999
H,09,164,33,4395,HALLMARK_ANGIOGENESIS,1,36,0.027777777777777776,0.664038746250909,0.6093742880575143,12444,Ccnd2,ENSMUSG00000000184
H,09,164,33,4395,HALLMARK_PANCREAS_BETA_CELLS,1,40,0.025,0.664038746250909,0.6093742880575143,18548,Pcsk1,ENSMUSG00000021587
H,09,164,33,4395,HALLMARK_WNT_BETA_CATENIN_SIGNALING,1,42,0.023809523809523808,0.664038746250909,0.6093742880575143,12444,Ccnd2,ENSMUSG00000000184
H,09,164,33,4395,HALLMARK_ADIPOGENESIS,2,200,0.01,0.7435058109712627,0.6822995296362465,14085/23945,Fah/Mgll,ENSMUSG00000030630/ENSMUSG00000033174
H,09,164,33,4395,HALLMARK_CHOLESTEROL_HOMEOSTASIS,1,74,0.013513513513513514,0.7435058109712627,0.6822995296362465,20195,S100a11,ENSMUSG00000027907
H,09,164,33,4395,HALLMARK_E2F_TARGETS,2,200,0.01,0.7435058109712627,0.6822995296362465,12575/15361,Cdkn1a/Hmga1,ENSMUSG00000023067/ENSMUSG00000046711
H,09,164,33,4395,HALLMARK_KRAS_SIGNALING_UP,2,204,0.00980392156862745,0.7435058109712627,0.6822995296362465,12444/15902,Ccnd2/Id2,ENSMUSG00000000184/ENSMUSG00000020644
H,09,164,33,4395,HALLMARK_MITOTIC_SPINDLE,2,199,0.010050251256281407,0.7435058109712627,0.6822995296362465,13518/104252,Dst/Cdc42ep2,ENSMUSG00000026131/ENSMUSG00000045664
H,09,164,33,4395,HALLMARK_MYC_TARGETS_V2,1,58,0.017241379310344827,0.7435058109712627,0.6822995296362465,107071,Wdr74,ENSMUSG00000042729
H,09,164,33,4395,HALLMARK_TNFA_SIGNALING_VIA_NFKB,2,200,0.01,0.7435058109712627,0.6822995296362465,15902/12575,Id2/Cdkn1a,ENSMUSG00000020644/ENSMUSG00000023067
H,09,164,33,4395,HALLMARK_UV_RESPONSE_UP,2,162,0.012345679012345678,0.7435058109712627,0.6822995296362465,13849/15018,Ephx1/H2-Q7,ENSMUSG00000038776/ENSMUSG00000060550
H,09,164,33,4395,HALLMARK_IL6_JAK_STAT3_SIGNALING,1,88,0.011363636363636364,0.7616726967708591,0.6989708958221109,14102,Fas,ENSMUSG00000024778
H,09,164,33,4395,HALLMARK_PROTEIN_SECRETION,1,96,0.010416666666666666,0.7782230862584625,0.7141588375921113,13518,Dst,ENSMUSG00000026131
H,09,164,33,4395,HALLMARK_APICAL_JUNCTION,1,199,0.005025125628140704,0.787879888648573,0.7230206805412005,20130,Rras,ENSMUSG00000038387
H,09,164,33,4395,HALLMARK_COAGULATION,1,141,0.0070921985815602835,0.787879888648573,0.7230206805412005,20193,S100a1,ENSMUSG00000044080
H,09,164,33,4395,HALLMARK_COMPLEMENT,1,197,0.005076142131979695,0.787879888648573,0.7230206805412005,12369,Casp7,ENSMUSG00000025076
H,09,164,33,4395,HALLMARK_DNA_REPAIR,1,150,0.006666666666666667,0.787879888648573,0.7230206805412005,20930,Surf1,ENSMUSG00000015790
H,09,164,33,4395,HALLMARK_ESTROGEN_RESPONSE_EARLY,1,200,0.005,0.787879888648573,0.7230206805412005,66270,Retreg1,ENSMUSG00000022270
H,09,164,33,4395,HALLMARK_G2M_CHECKPOINT,1,199,0.005025125628140704,0.787879888648573,0.7230206805412005,15361,Hmga1,ENSMUSG00000046711
H,09,164,33,4395,HALLMARK_HYPOXIA,1,201,0.004975124378109453,0.787879888648573,0.7230206805412005,12575,Cdkn1a,ENSMUSG00000023067
H,09,164,33,4395,HALLMARK_INFLAMMATORY_RESPONSE,1,199,0.005025125628140704,0.787879888648573,0.7230206805412005,12575,Cdkn1a,ENSMUSG00000023067
H,09,164,33,4395,HALLMARK_MTORC1_SIGNALING,1,200,0.005,0.787879888648573,0.7230206805412005,12575,Cdkn1a,ENSMUSG00000023067
H,09,164,33,4395,HALLMARK_MYC_TARGETS_V1,1,200,0.005,0.787879888648573,0.7230206805412005,21849,Trim28,ENSMUSG00000005566
H,09,164,33,4395,HALLMARK_MYOGENESIS,1,200,0.005,0.787879888648573,0.7230206805412005,12575,Cdkn1a,ENSMUSG00000023067
H,09,164,33,4395,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,113,0.008849557522123894,0.787879888648573,0.7230206805412005,228998,Arfgap1,ENSMUSG00000027575
H,09,164,33,4395,HALLMARK_UV_RESPONSE_DN,1,144,0.006944444444444444,0.787879888648573,0.7230206805412005,23945,Mgll,ENSMUSG00000033174
H,06,242,59,4395,HALLMARK_ALLOGRAFT_REJECTION,3,204,0.014705882352941176,0.9029055093621231,0.9016870133980718,16153/20846/12525,Il10/Stat1/Cd8a,ENSMUSG00000016529/ENSMUSG00000026104/ENSMUSG00000053977
H,06,242,59,4395,HALLMARK_ANDROGEN_RESPONSE,2,111,0.018018018018018018,0.9029055093621231,0.9016870133980718,544963/17132,Iqgap2/Maf,ENSMUSG00000021676/ENSMUSG00000055435
H,06,242,59,4395,HALLMARK_ANGIOGENESIS,1,36,0.027777777777777776,0.9029055093621231,0.9016870133980718,14182,Fgfr1,ENSMUSG00000031565
H,06,242,59,4395,HALLMARK_APICAL_JUNCTION,3,199,0.01507537688442211,0.9029055093621231,0.9016870133980718,218397/68481/20779,Rasa1/Mpzl1/Src,ENSMUSG00000021549/ENSMUSG00000026566/ENSMUSG00000027646
H,06,242,59,4395,HALLMARK_APICAL_SURFACE,1,44,0.022727272727272728,0.9029055093621231,0.9016870133980718,14462,Gata3,ENSMUSG00000015619
H,06,242,59,4395,HALLMARK_COMPLEMENT,5,197,0.025380710659898477,0.9029055093621231,0.9016870133980718,14462/27226/20779/268936/56461,Gata3/Pla2g7/Src/Brpf3/Kcnip3,ENSMUSG00000015619/ENSMUSG00000023913/ENSMUSG00000027646/ENSMUSG00000063952/ENSMUSG00000079056
H,06,242,59,4395,HALLMARK_DNA_REPAIR,2,150,0.013333333333333334,0.9029055093621231,0.9016870133980718,11486/94223,Ada/Dgcr8,ENSMUSG00000017697/ENSMUSG00000022718
H,06,242,59,4395,HALLMARK_E2F_TARGETS,3,200,0.015,0.9029055093621231,0.9016870133980718,17219/17350/101565,Mcm6/Mlh1/Ccp110,ENSMUSG00000026355/ENSMUSG00000032498/ENSMUSG00000033904
H,06,242,59,4395,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,3,200,0.015,0.9029055093621231,0.9016870133980718,67305/22341/52118,Gpx7/Vegfc/Pvr,ENSMUSG00000028597/ENSMUSG00000031520/ENSMUSG00000040511
H,06,242,59,4395,HALLMARK_ESTROGEN_RESPONSE_EARLY,3,200,0.015,0.9029055093621231,0.9016870133980718,11515/54326/101490,Adcy9/Elovl2/Inpp5f,ENSMUSG00000005580/ENSMUSG00000021364/ENSMUSG00000042105
H,06,242,59,4395,HALLMARK_G2M_CHECKPOINT,3,199,0.01507537688442211,0.9029055093621231,0.9016870133980718,17219/209737/18854,Mcm6/Kif15/Pml,ENSMUSG00000026355/ENSMUSG00000036768/ENSMUSG00000036986
H,06,242,59,4395,HALLMARK_GLYCOLYSIS,2,200,0.01,0.9029055093621231,0.9016870133980718,74104/110094,Abcb6/Phka2,ENSMUSG00000026198/ENSMUSG00000031295
H,06,242,59,4395,HALLMARK_HEDGEHOG_SIGNALING,2,36,0.05555555555555555,0.9029055093621231,0.9016870133980718,218397/18854,Rasa1/Pml,ENSMUSG00000021549/ENSMUSG00000036986
H,06,242,59,4395,HALLMARK_HEME_METABOLISM,2,195,0.010256410256410256,0.9029055093621231,0.9016870133980718,64898/74104,Lpin2/Abcb6,ENSMUSG00000024052/ENSMUSG00000026198
H,06,242,59,4395,HALLMARK_HYPOXIA,3,201,0.014925373134328358,0.9029055093621231,0.9016870133980718,15275/12577/13808,Hk1/Cdkn1c/Eno3,ENSMUSG00000037012/ENSMUSG00000037664/ENSMUSG00000060600
H,06,242,59,4395,HALLMARK_IL2_STAT5_SIGNALING,5,200,0.025,0.9029055093621231,0.9016870133980718,16153/16403/13813/12577/13808,Il10/Itga6/Eomes/Cdkn1c/Eno3,ENSMUSG00000016529/ENSMUSG00000027111/ENSMUSG00000032446/ENSMUSG00000037664/ENSMUSG00000060600
H,06,242,59,4395,HALLMARK_IL6_JAK_STAT3_SIGNALING,2,88,0.022727272727272728,0.9029055093621231,0.9016870133980718,16177/20846,Il1r1/Stat1,ENSMUSG00000026072/ENSMUSG00000026104
H,06,242,59,4395,HALLMARK_INFLAMMATORY_RESPONSE,6,199,0.03015075376884422,0.9029055093621231,0.9016870133980718,16153/68713/16177/269346/18439/52118,Il10/Ifitm1/Il1r1/Slc28a2/P2rx7/Pvr,ENSMUSG00000016529/ENSMUSG00000025491/ENSMUSG00000026072/ENSMUSG00000027219/ENSMUSG00000029468/ENSMUSG00000040511
H,06,242,59,4395,HALLMARK_INTERFERON_ALPHA_RESPONSE,2,102,0.0196078431372549,0.9029055093621231,0.9016870133980718,68713/231655,Ifitm1/Oasl1,ENSMUSG00000025491/ENSMUSG00000041827
H,06,242,59,4395,HALLMARK_INTERFERON_GAMMA_RESPONSE,3,208,0.014423076923076924,0.9029055093621231,0.9016870133980718,20846/18854/231655,Stat1/Pml/Oasl1,ENSMUSG00000026104/ENSMUSG00000036986/ENSMUSG00000041827
H,06,242,59,4395,HALLMARK_KRAS_SIGNALING_DN,2,205,0.00975609756097561,0.9029055093621231,0.9016870133980718,104271/17769,Tex15/Mthfr,ENSMUSG00000009628/ENSMUSG00000029009
H,06,242,59,4395,HALLMARK_KRAS_SIGNALING_UP,2,204,0.00980392156862745,0.9029055093621231,0.9016870133980718,20440/228662,St6gal1/Btbd3,ENSMUSG00000022885/ENSMUSG00000062098
H,06,242,59,4395,HALLMARK_MITOTIC_SPINDLE,6,199,0.03015075376884422,0.9029055093621231,0.9016870133980718,11789/218397/16443/106952/74018/209737,Apc/Rasa1/Itsn1/Arap3/Als2/Kif15,ENSMUSG00000005871/ENSMUSG00000021549/ENSMUSG00000022957/ENSMUSG00000024451/ENSMUSG00000026024/ENSMUSG00000036768
H,06,242,59,4395,HALLMARK_MYC_TARGETS_V2,1,58,0.017241379310344827,0.9029055093621231,0.9016870133980718,53608,Map3k6,ENSMUSG00000028862
H,06,242,59,4395,HALLMARK_MYOGENESIS,2,200,0.01,0.9029055093621231,0.9016870133980718,11515/13808,Adcy9/Eno3,ENSMUSG00000005580/ENSMUSG00000060600
H,06,242,59,4395,HALLMARK_NOTCH_SIGNALING,1,32,0.03125,0.9029055093621231,0.9016870133980718,54613,St3gal6,ENSMUSG00000022747
H,06,242,59,4395,HALLMARK_P53_PATHWAY,4,200,0.02,0.9029055093621231,0.9016870133980718,20683/22032/11486/101565,Sp1/Traf4/Ada/Ccp110,ENSMUSG00000001280/ENSMUSG00000017386/ENSMUSG00000017697/ENSMUSG00000033904
H,06,242,59,4395,HALLMARK_PI3K_AKT_MTOR_SIGNALING,1,105,0.009523809523809525,0.9029055093621231,0.9016870133980718,26399,Map2k6,ENSMUSG00000020623
H,06,242,59,4395,HALLMARK_PROTEIN_SECRETION,1,96,0.010416666666666666,0.9029055093621231,0.9016870133980718,15893,Ica1,ENSMUSG00000062995
H,06,242,59,4395,HALLMARK_TGF_BETA_SIGNALING,2,54,0.037037037037037035,0.9029055093621231,0.9016870133980718,11789/12577,Apc/Cdkn1c,ENSMUSG00000005871/ENSMUSG00000037664
H,06,242,59,4395,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,113,0.008849557522123894,0.9029055093621231,0.9016870133980718,78943,Ern1,ENSMUSG00000020715
H,06,242,59,4395,HALLMARK_UV_RESPONSE_DN,2,144,0.013888888888888888,0.9029055093621231,0.9016870133980718,19274/15893,Ptprm/Ica1,ENSMUSG00000033278/ENSMUSG00000062995
H,06,242,59,4395,HALLMARK_UV_RESPONSE_UP,2,162,0.012345679012345678,0.9029055093621231,0.9016870133980718,110920/12577,Hspa13/Cdkn1c,ENSMUSG00000032932/ENSMUSG00000037664
H,06,242,59,4395,HALLMARK_XENOBIOTIC_METABOLISM,3,202,0.01485148514851485,0.9029055093621231,0.9016870133980718,246277/64898/16177,Csad/Lpin2/Il1r1,ENSMUSG00000023044/ENSMUSG00000024052/ENSMUSG00000026072
H,06,242,59,4395,HALLMARK_ADIPOGENESIS,1,200,0.005,0.9371250929785436,0.9358604167397063,16443,Itsn1,ENSMUSG00000022957
H,06,242,59,4395,HALLMARK_APOPTOSIS,1,161,0.006211180124223602,0.9371250929785436,0.9358604167397063,229791,Plppr4,ENSMUSG00000044667
H,06,242,59,4395,HALLMARK_FATTY_ACID_METABOLISM,1,160,0.00625,0.9371250929785436,0.9358604167397063,13808,Eno3,ENSMUSG00000060600
H,06,242,59,4395,HALLMARK_MYC_TARGETS_V1,1,200,0.005,0.9371250929785436,0.9358604167397063,17219,Mcm6,ENSMUSG00000026355
H,06,242,59,4395,HALLMARK_TNFA_SIGNALING_VIA_NFKB,1,200,0.005,0.9371250929785436,0.9358604167397063,74646,Spsb1,ENSMUSG00000039911
H,07,219,62,4395,HALLMARK_ESTROGEN_RESPONSE_LATE,7,206,0.03398058252427184,0.2658123735565298,0.25377435908701745,12550/54135/16795/14302/64058/72169/107586,Cdh1/Lsr/Large1/Frk/Perp/Trim29/Ovol2,ENSMUSG00000000303/ENSMUSG00000001247/ENSMUSG00000004383/ENSMUSG00000019779/ENSMUSG00000019851/ENSMUSG00000032013/ENSMUSG00000037279
H,07,219,62,4395,HALLMARK_TGF_BETA_SIGNALING,4,54,0.07407407407407407,0.2658123735565298,0.25377435908701745,12550/97064/18787/15258,Cdh1/Wwtr1/Serpine1/Hipk2,ENSMUSG00000000303/ENSMUSG00000027803/ENSMUSG00000037411/ENSMUSG00000061436
H,07,219,62,4395,HALLMARK_TNFA_SIGNALING_VIA_NFKB,7,200,0.035,0.2658123735565298,0.25377435908701745,21664/70789/230734/18787/20621/16173/18793,Phlda1/Kynu/Yrdc/Serpine1/Snn/Il18/Plaur,ENSMUSG00000020205/ENSMUSG00000026866/ENSMUSG00000028889/ENSMUSG00000037411/ENSMUSG00000037972/ENSMUSG00000039217/ENSMUSG00000046223
H,07,219,62,4395,HALLMARK_XENOBIOTIC_METABOLISM,7,202,0.034653465346534656,0.2658123735565298,0.25377435908701745,17161/66082/70789/17750/18787/51798/20733,Maoa/Abhd6/Kynu/Mt2/Serpine1/Ech1/Spint2,ENSMUSG00000025037/ENSMUSG00000025277/ENSMUSG00000026866/ENSMUSG00000031762/ENSMUSG00000037411/ENSMUSG00000053898/ENSMUSG00000074227
H,07,219,62,4395,HALLMARK_ADIPOGENESIS,6,200,0.03,0.3755593525181779,0.35855115662690173,19016/27362/109019/16651/216820/51798,Pparg/Dnajb9/Nabp1/Sspn/Dhrs7b/Ech1,ENSMUSG00000000440/ENSMUSG00000014905/ENSMUSG00000026107/ENSMUSG00000030255/ENSMUSG00000042569/ENSMUSG00000053898
H,07,219,62,4395,HALLMARK_MYOGENESIS,6,200,0.03,0.3755593525181779,0.35855115662690173,16795/14199/97064/16651/93739/19309,Large1/Fhl1/Wwtr1/Sspn/Gabarapl2/Pygm,ENSMUSG00000004383/ENSMUSG00000023092/ENSMUSG00000027803/ENSMUSG00000030255/ENSMUSG00000031950/ENSMUSG00000032648
H,07,219,62,4395,HALLMARK_UV_RESPONSE_DN,5,144,0.034722222222222224,0.3755593525181779,0.35855115662690173,19016/109552/99633/18787/20238,Pparg/Sri/Adgrl2/Serpine1/Atxn1,ENSMUSG00000000440/ENSMUSG00000003161/ENSMUSG00000028184/ENSMUSG00000037411/ENSMUSG00000046876
H,07,219,62,4395,HALLMARK_ANDROGEN_RESPONSE,4,111,0.036036036036036036,0.37811892015961224,0.360994807496325,66384/27362/17152/22596,Srp19/Dnajb9/Mak/Xrcc5,ENSMUSG00000014504/ENSMUSG00000014905/ENSMUSG00000021363/ENSMUSG00000026187
H,07,219,62,4395,HALLMARK_CHOLESTEROL_HOMEOSTASIS,3,74,0.04054054054054054,0.40926669341535604,0.3907319716817353,19016/18793/51798,Pparg/Plaur/Ech1,ENSMUSG00000000440/ENSMUSG00000046223/ENSMUSG00000053898
H,07,219,62,4395,HALLMARK_ESTROGEN_RESPONSE_EARLY,5,200,0.025,0.5451805994462015,0.5204906579780136,14302/171531/107586/381269/71529,Frk/Mlph/Ovol2/Mreg/Kazn,ENSMUSG00000019779/ENSMUSG00000026303/ENSMUSG00000037279/ENSMUSG00000039395/ENSMUSG00000040606
H,07,219,62,4395,HALLMARK_HYPOXIA,5,201,0.024875621890547265,0.5451805994462015,0.5204906579780136,16795/17750/19309/18787/18793,Large1/Mt2/Pygm/Serpine1/Plaur,ENSMUSG00000004383/ENSMUSG00000031762/ENSMUSG00000032648/ENSMUSG00000037411/ENSMUSG00000046223
H,07,219,62,4395,HALLMARK_INFLAMMATORY_RESPONSE,5,199,0.02512562814070352,0.5451805994462015,0.5204906579780136,109552/18787/24115/16173/18793,Sri/Serpine1/Best1/Il18/Plaur,ENSMUSG00000003161/ENSMUSG00000037411/ENSMUSG00000037418/ENSMUSG00000039217/ENSMUSG00000046223
H,07,219,62,4395,HALLMARK_ALLOGRAFT_REJECTION,3,204,0.014705882352941176,0.8748114144674775,0.8351932720742133,66211/16173/16678,Rpl3l/Il18/Krt1,ENSMUSG00000002500/ENSMUSG00000039217/ENSMUSG00000046834
H,07,219,62,4395,HALLMARK_ANGIOGENESIS,1,36,0.027777777777777776,0.8748114144674775,0.8351932720742133,14314,Fstl1,ENSMUSG00000022816
H,07,219,62,4395,HALLMARK_APICAL_JUNCTION,2,199,0.010050251256281407,0.8748114144674775,0.8351932720742133,12550/73178,Cdh1/Wasl,ENSMUSG00000000303/ENSMUSG00000029684
H,07,219,62,4395,HALLMARK_APICAL_SURFACE,1,44,0.022727272727272728,0.8748114144674775,0.8351932720742133,18793,Plaur,ENSMUSG00000046223
H,07,219,62,4395,HALLMARK_BILE_ACID_METABOLISM,2,113,0.017699115044247787,0.8748114144674775,0.8351932720742133,20238/69129,Atxn1/Pex11g,ENSMUSG00000046876/ENSMUSG00000069633
H,07,219,62,4395,HALLMARK_COAGULATION,2,141,0.014184397163120567,0.8748114144674775,0.8351932720742133,13038/18787,Ctsk/Serpine1,ENSMUSG00000028111/ENSMUSG00000037411
H,07,219,62,4395,HALLMARK_COMPLEMENT,4,197,0.02030456852791878,0.8748114144674775,0.8351932720742133,70789/14068/18787/18793,Kynu/F7/Serpine1/Plaur,ENSMUSG00000026866/ENSMUSG00000031443/ENSMUSG00000037411/ENSMUSG00000046223
H,07,219,62,4395,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,3,200,0.015,0.8748114144674775,0.8351932720742133,14314/18787/18793,Fstl1/Serpine1/Plaur,ENSMUSG00000022816/ENSMUSG00000037411/ENSMUSG00000046223
H,07,219,62,4395,HALLMARK_FATTY_ACID_METABOLISM,2,160,0.0125,0.8748114144674775,0.8351932720742133,17161/51798,Maoa/Ech1,ENSMUSG00000025037/ENSMUSG00000053898
H,07,219,62,4395,HALLMARK_G2M_CHECKPOINT,4,199,0.020100502512562814,0.8748114144674775,0.8351932720742133,20641/17420/17750/21969,Snrpd1/Mnat1/Mt2/Top1,ENSMUSG00000002477/ENSMUSG00000021103/ENSMUSG00000031762/ENSMUSG00000070544
H,07,219,62,4395,HALLMARK_HEME_METABOLISM,2,195,0.010256410256410256,0.8748114144674775,0.8351932720742133,21969/666468,Top1/Atg4a,ENSMUSG00000070544/ENSMUSG00000079418
H,07,219,62,4395,HALLMARK_IL2_STAT5_SIGNALING,3,200,0.015,0.8748114144674775,0.8351932720742133,21664/20719/15258,Phlda1/Serpinb6a/Hipk2,ENSMUSG00000020205/ENSMUSG00000060147/ENSMUSG00000061436
H,07,219,62,4395,HALLMARK_IL6_JAK_STAT3_SIGNALING,1,88,0.011363636363636364,0.8748114144674775,0.8351932720742133,16847,Lepr,ENSMUSG00000057722
H,07,219,62,4395,HALLMARK_INTERFERON_ALPHA_RESPONSE,1,102,0.00980392156862745,0.8748114144674775,0.8351932720742133,66355,Gmpr,ENSMUSG00000000253
H,07,219,62,4395,HALLMARK_INTERFERON_GAMMA_RESPONSE,4,208,0.019230769230769232,0.8748114144674775,0.8351932720742133,109552/16651/17750/110557,Sri/Sspn/Mt2/H2-Q6,ENSMUSG00000003161/ENSMUSG00000030255/ENSMUSG00000031762/ENSMUSG00000073409
H,07,219,62,4395,HALLMARK_KRAS_SIGNALING_DN,2,205,0.00975609756097561,0.8748114144674775,0.8351932720742133,20621/16678,Snn/Krt1,ENSMUSG00000037972/ENSMUSG00000046834
H,07,219,62,4395,HALLMARK_KRAS_SIGNALING_UP,3,204,0.014705882352941176,0.8748114144674775,0.8351932720742133,20568/230734/18793,Slpi/Yrdc/Plaur,ENSMUSG00000017002/ENSMUSG00000028889/ENSMUSG00000046223
H,07,219,62,4395,HALLMARK_MITOTIC_SPINDLE,2,199,0.010050251256281407,0.8748114144674775,0.8351932720742133,73178/217944,Wasl/Rapgef5,ENSMUSG00000029684/ENSMUSG00000041992
H,07,219,62,4395,HALLMARK_MTORC1_SIGNALING,2,200,0.01,0.8748114144674775,0.8351932720742133,20491/236539,Sla/Phgdh,ENSMUSG00000022372/ENSMUSG00000053398
H,07,219,62,4395,HALLMARK_MYC_TARGETS_V1,2,200,0.01,0.8748114144674775,0.8351932720742133,69692/20641,Hddc2/Snrpd1,ENSMUSG00000000295/ENSMUSG00000002477
H,07,219,62,4395,HALLMARK_NOTCH_SIGNALING,1,32,0.03125,0.8748114144674775,0.8351932720742133,21416,Tcf7l2,ENSMUSG00000024985
H,07,219,62,4395,HALLMARK_PEROXISOME,2,107,0.018691588785046728,0.8748114144674775,0.8351932720742133,20238/51798,Atxn1/Ech1,ENSMUSG00000046876/ENSMUSG00000053898
H,07,219,62,4395,HALLMARK_PI3K_AKT_MTOR_SIGNALING,1,105,0.009523809523809525,0.8748114144674775,0.8351932720742133,20491,Sla,ENSMUSG00000022372
H,07,219,62,4395,HALLMARK_PROTEIN_SECRETION,1,96,0.010416666666666666,0.8748114144674775,0.8351932720742133,16651,Sspn,ENSMUSG00000030255
H,07,219,62,4395,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1,49,0.02040816326530612,0.8748114144674775,0.8351932720742133,59041,Stk25,ENSMUSG00000026277
H,07,219,62,4395,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,2,113,0.017699115044247787,0.8748114144674775,0.8351932720742133,27362/109019,Dnajb9/Nabp1,ENSMUSG00000014905/ENSMUSG00000026107
H,07,219,62,4395,HALLMARK_UV_RESPONSE_UP,2,162,0.012345679012345678,0.8748114144674775,0.8351932720742133,17161/59041,Maoa/Stk25,ENSMUSG00000025037/ENSMUSG00000026277
H,07,219,62,4395,HALLMARK_SPERMATOGENESIS,1,135,0.007407407407407408,0.9217590855114709,0.8800147940011595,54137,Acrbp,ENSMUSG00000072770
H,07,219,62,4395,HALLMARK_APOPTOSIS,1,161,0.006211180124223602,0.9454321817799072,0.9026157916625795,16173,Il18,ENSMUSG00000039217
H,07,219,62,4395,HALLMARK_OXIDATIVE_PHOSPHORYLATION,1,198,0.005050505050505051,0.9454321817799072,0.9026157916625795,51798,Ech1,ENSMUSG00000053898
H,07,219,62,4395,HALLMARK_P53_PATHWAY,1,200,0.005,0.9454321817799072,0.9026157916625795,64058,Perp,ENSMUSG00000019851
H,12,93,38,4395,HALLMARK_APICAL_JUNCTION,4,199,0.020100502512562814,0.43707323214520694,0.43707323214520694,22629/77579/14012/21810,Ywhah/Myh10/Mpzl2/Tgfbi,ENSMUSG00000018965/ENSMUSG00000020900/ENSMUSG00000032092/ENSMUSG00000035493
H,12,93,38,4395,HALLMARK_BILE_ACID_METABOLISM,3,113,0.02654867256637168,0.43707323214520694,0.43707323214520694,76267/212503/14630,Fads1/Paox/Gclm,ENSMUSG00000010663/ENSMUSG00000025464/ENSMUSG00000028124
H,12,93,38,4395,HALLMARK_COMPLEMENT,4,197,0.02030456852791878,0.43707323214520694,0.43707323214520694,21858/19141/13030/17381,Timp2/Lgmn/Ctsb/Mmp12,ENSMUSG00000017466/ENSMUSG00000021190/ENSMUSG00000021939/ENSMUSG00000049723
H,12,93,38,4395,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,4,200,0.02,0.43707323214520694,0.43707323214520694,16419/19035/21810/11475,Itgb5/Ppib/Tgfbi/Acta2,ENSMUSG00000022817/ENSMUSG00000032383/ENSMUSG00000035493/ENSMUSG00000035783
H,12,93,38,4395,HALLMARK_HEDGEHOG_SIGNALING,2,36,0.05555555555555555,0.43707323214520694,0.43707323214520694,18186/94190,Nrp1/Ophn1,ENSMUSG00000025810/ENSMUSG00000031214
H,12,93,38,4395,HALLMARK_INTERFERON_GAMMA_RESPONSE,4,208,0.019230769230769232,0.43707323214520694,0.43707323214520694,14129/15976/327959/66892,Fcgr1/Ifnar2/Xaf1/Eif4e3,ENSMUSG00000015947/ENSMUSG00000022971/ENSMUSG00000040483/ENSMUSG00000093661
H,12,93,38,4395,HALLMARK_MTORC1_SIGNALING,4,200,0.02,0.43707323214520694,0.43707323214520694,76267/66997/19141/27275,Fads1/Psmd12/Lgmn/Nufip1,ENSMUSG00000010663/ENSMUSG00000020720/ENSMUSG00000021190/ENSMUSG00000022009
H,12,93,38,4395,HALLMARK_PEROXISOME,3,107,0.028037383177570093,0.43707323214520694,0.43707323214520694,76267/22629/26889,Fads1/Ywhah/Cln8,ENSMUSG00000010663/ENSMUSG00000018965/ENSMUSG00000026317
H,12,93,38,4395,HALLMARK_CHOLESTEROL_HOMEOSTASIS,2,74,0.02702702702702703,0.5046066598095228,0.5046066598095228,19141/66071,Lgmn/Ethe1,ENSMUSG00000021190/ENSMUSG00000064254
H,12,93,38,4395,HALLMARK_ALLOGRAFT_REJECTION,2,204,0.00980392156862745,0.7547557426401845,0.7547557426401844,17084/15976,Ly86/Ifnar2,ENSMUSG00000021423/ENSMUSG00000022971
H,12,93,38,4395,HALLMARK_ANGIOGENESIS,1,36,0.027777777777777776,0.7547557426401845,0.7547557426401844,18186,Nrp1,ENSMUSG00000025810
