Description,Count,GeneRatio,BgRatio,p.adjust,ENTREZIDs,SYMBOLs,ENSEMBLIDs,category,module
HALLMARK_COMPLEMENT,7,7/77,197/4395,0.47518209795684957,30955/105445/12371/11502/238130/56697/63985,Pik3cg/Dock9/Casp9/Adam9/Dock4/Akap10/Gmfb,ENSMUSG00000020573/ENSMUSG00000025558/ENSMUSG00000028914/ENSMUSG00000031555/ENSMUSG00000035954/ENSMUSG00000047804/ENSMUSG00000062014,H,4
HALLMARK_APICAL_JUNCTION,7,7/77,199/4395,0.47518209795684957,71740/19211/16412/17698/11502/74769/26416,Nectin4/Pten/Itgb1/Msn/Adam9/Pik3cb/Mapk14,ENSMUSG00000006411/ENSMUSG00000013663/ENSMUSG00000025809/ENSMUSG00000031207/ENSMUSG00000031555/ENSMUSG00000032462/ENSMUSG00000053436,H,4
HALLMARK_UV_RESPONSE_DN,5,5/77,144/4395,0.6404266117586651,16590/19211/59125/235574/26416,Kit/Pten/Nek7/Atp2c1/Mapk14,ENSMUSG00000005672/ENSMUSG00000013663/ENSMUSG00000026393/ENSMUSG00000032570/ENSMUSG00000053436,H,4
HALLMARK_HEME_METABOLISM,6,6/77,195/4395,0.656658662838666,12380/104015/71779/59125/269587/242418,Cast/Synj1/March8/Nek7/Epb41/Dcaf10,ENSMUSG00000021585/ENSMUSG00000022973/ENSMUSG00000025702/ENSMUSG00000026393/ENSMUSG00000028906/ENSMUSG00000035572,H,4
HALLMARK_UV_RESPONSE_UP,5,5/77,162/4395,0.7146365342998614,16195/110960/15566/26905/51810,Il6st/Tars/Htr7/Eif2s3x/Hnrnpu,ENSMUSG00000021756/ENSMUSG00000022241/ENSMUSG00000024798/ENSMUSG00000035150/ENSMUSG00000039630,H,4
HALLMARK_APICAL_SURFACE,2,2/77,44/4395,0.7542859346655517,12189/11487,Brca1/Adam10,ENSMUSG00000017146/ENSMUSG00000054693,H,4
HALLMARK_NOTCH_SIGNALING,1,1/77,32/4395,0.9755471542139524,103583,Fbxw11,ENSMUSG00000020271,H,4
HALLMARK_ANGIOGENESIS,1,1/77,36/4395,0.9755471542139524,94185,Tnfrsf21,ENSMUSG00000023915,H,4
HALLMARK_HEDGEHOG_SIGNALING,1,1/77,36/4395,0.9755471542139524,16728,L1cam,ENSMUSG00000031391,H,4
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1,1/77,49/4395,0.9755471542139524,320495,Ipcef1,ENSMUSG00000064065,H,4
HALLMARK_MYC_TARGETS_V2,1,1/77,58/4395,0.9755471542139524,72515,Wdr43,ENSMUSG00000041057,H,4
HALLMARK_BILE_ACID_METABOLISM,1,1/77,113/4395,0.9755471542139524,71877,Efhc1,ENSMUSG00000041809,H,4
HALLMARK_FATTY_ACID_METABOLISM,1,1/77,160/4395,0.9755471542139524,229877,Rap1gds1,ENSMUSG00000028149,H,4
HALLMARK_OXIDATIVE_PHOSPHORYLATION,1,1/77,198/4395,0.9755471542139524,14661,Glud1,ENSMUSG00000021794,H,4
HALLMARK_TNFA_SIGNALING_VIA_NFKB,1,1/77,200/4395,0.9755471542139524,16195,Il6st,ENSMUSG00000021756,H,4
HALLMARK_XENOBIOTIC_METABOLISM,1,1/77,202/4395,0.9755471542139524,11938,Atp2a2,ENSMUSG00000029467,H,4
HALLMARK_KRAS_SIGNALING_DN,1,1/77,205/4395,0.9755471542139524,20482,Skil,ENSMUSG00000027660,H,4
HALLMARK_IL6_JAK_STAT3_SIGNALING,2,2/77,88/4395,0.9755471542139524,16195/94185,Il6st/Tnfrsf21,ENSMUSG00000021756/ENSMUSG00000023915,H,4
HALLMARK_SPERMATOGENESIS,2,2/77,135/4395,0.9755471542139524,231600/19087,Chfr/Prkar2a,ENSMUSG00000014668/ENSMUSG00000032601,H,4
HALLMARK_COAGULATION,2,2/77,141/4395,0.9755471542139524,12371/11502,Casp9/Adam9,ENSMUSG00000028914/ENSMUSG00000031555,H,4
HALLMARK_APOPTOSIS,2,2/77,161/4395,0.9755471542139524,12189/12371,Brca1/Casp9,ENSMUSG00000017146/ENSMUSG00000028914,H,4
HALLMARK_E2F_TARGETS,2,2/77,200/4395,0.9755471542139524,12189/69716,Brca1/Trip13,ENSMUSG00000017146/ENSMUSG00000021569,H,4
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,2,2/77,200/4395,0.9755471542139524,22240/16412,Dpysl3/Itgb1,ENSMUSG00000024501/ENSMUSG00000025809,H,4
HALLMARK_IL2_STAT5_SIGNALING,2,2/77,200/4395,0.9755471542139524,94185/72729,Tnfrsf21/Cdc42se2,ENSMUSG00000023915/ENSMUSG00000052298,H,4
HALLMARK_MYOGENESIS,2,2/77,200/4395,0.9755471542139524,16412/78286,Itgb1/Nav2,ENSMUSG00000025809/ENSMUSG00000052512,H,4
HALLMARK_P53_PATHWAY,2,2/77,200/4395,0.9755471542139524,67776/107568,Vwa5a/Wwp1,ENSMUSG00000023186/ENSMUSG00000041058,H,4
HALLMARK_ESTROGEN_RESPONSE_LATE,2,2/77,206/4395,0.9755471542139524,16195/14229,Il6st/Fkbp5,ENSMUSG00000021756/ENSMUSG00000024222,H,4
HALLMARK_INTERFERON_GAMMA_RESPONSE,2,2/77,208/4395,0.9755471542139524,15251/19766,Hif1a/Ripk1,ENSMUSG00000021109/ENSMUSG00000021408,H,4
HALLMARK_ANDROGEN_RESPONSE,3,3/77,111/4395,0.9755471542139524,14229/69608/76687,Fkbp5/Sec24d/Spcs3,ENSMUSG00000024222/ENSMUSG00000039234/ENSMUSG00000054408,H,4
HALLMARK_ESTROGEN_RESPONSE_EARLY,3,3/77,200/4395,0.9755471542139524,16195/14229/78286,Il6st/Fkbp5/Nav2,ENSMUSG00000021756/ENSMUSG00000024222/ENSMUSG00000052512,H,4
HALLMARK_MTORC1_SIGNALING,3,3/77,200/4395,0.9755471542139524,66713/11938/192193,Actr2/Atp2a2/Edem1,ENSMUSG00000020152/ENSMUSG00000029467/ENSMUSG00000030104,H,4
HALLMARK_HYPOXIA,3,3/77,201/4395,0.9755471542139524,11977/15931/75785,Atp7a/Ids/Klhl24,ENSMUSG00000033792/ENSMUSG00000035847/ENSMUSG00000062901,H,4
HALLMARK_ALLOGRAFT_REJECTION,3,3/77,204/4395,0.9755471542139524,12189/15251/26409,Brca1/Hif1a/Map3k7,ENSMUSG00000017146/ENSMUSG00000021109/ENSMUSG00000028284,H,4
HALLMARK_G2M_CHECKPOINT,4,4/77,199/4395,0.9755471542139524,15251/51810/26416/19704,Hif1a/Hnrnpu/Mapk14/Upf1,ENSMUSG00000021109/ENSMUSG00000039630/ENSMUSG00000053436/ENSMUSG00000058301,H,4
HALLMARK_INFLAMMATORY_RESPONSE,4,4/77,199/4395,0.9755471542139524,15251/11938/235574/74442,Hif1a/Atp2a2/Atp2c1/Sgms2,ENSMUSG00000021109/ENSMUSG00000029467/ENSMUSG00000032570/ENSMUSG00000050931,H,4
HALLMARK_MITOTIC_SPINDLE,4,4/77,199/4395,0.9755471542139524,18541/269587/227800/238130,Pcnt/Epb41/Rabgap1/Dock4,ENSMUSG00000001151/ENSMUSG00000028906/ENSMUSG00000035437/ENSMUSG00000035954,H,4
HALLMARK_KRAS_SIGNALING_UP,4,4/77,204/4395,0.9755471542139524,67776/268980/22217/233315,Vwa5a/Strn/Usp12/Mtmr10,ENSMUSG00000023186/ENSMUSG00000024077/ENSMUSG00000029640/ENSMUSG00000030522,H,4
HALLMARK_MYC_TARGETS_V1,5,5/77,200/4395,0.9755471542139524,13690/99138/13204/20133/51810,Eif4g2/Stard7/Dhx15/Rrm1/Hnrnpu,ENSMUSG00000005610/ENSMUSG00000027367/ENSMUSG00000029169/ENSMUSG00000030978/ENSMUSG00000039630,H,4
HALLMARK_KRAS_SIGNALING_UP,18,18/109,204/4395,8.78884567825689e-5,16197/104156/58205/11846/66058/13823/11501/13805/65963/16186/16154/66066/12267/56743/12767/269799/16534/16658,Il7r/Etv5/Pdcd1lg2/Arg1/Tmem176a/Epb41l3/Adam8/Eng/Tmem176b/Il2rg/Il10ra/Gng11/C3ar1/Lat2/Cxcr4/Clec4a1/Kcnn4/Mafb,ENSMUSG00000003882/ENSMUSG00000013089/ENSMUSG00000016498/ENSMUSG00000019987/ENSMUSG00000023367/ENSMUSG00000024044/ENSMUSG00000025473/ENSMUSG00000026814/ENSMUSG00000029810/ENSMUSG00000031304/ENSMUSG00000032089/ENSMUSG00000032766/ENSMUSG00000040552/ENSMUSG00000040751/ENSMUSG00000045382/ENSMUSG00000049037/ENSMUSG00000054342/ENSMUSG00000074622,H,5
HALLMARK_INFLAMMATORY_RESPONSE,11,11/109,199/4395,0.15777373515166102,17387/16197/20354/12986/16154/380713/12267/21897/12273/19204/20529,Mmp14/Il7r/Sema4d/Csf3r/Il10ra/Scarf1/C3ar1/Tlr1/C5ar1/Ptafr/Slc31a1,ENSMUSG00000000957/ENSMUSG00000003882/ENSMUSG00000021451/ENSMUSG00000028859/ENSMUSG00000032089/ENSMUSG00000038188/ENSMUSG00000040552/ENSMUSG00000044827/ENSMUSG00000049130/ENSMUSG00000056529/ENSMUSG00000066150,H,5
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,11,11/109,200/4395,0.15777373515166102,17387/56213/102857/30794/326618/54725/22003/14733/16790/21825/73690,Mmp14/Htra1/Slc6a8/Pdlim4/Tpm4/Cadm1/Tpm1/Gpc1/Anpep/Thbs1/Glipr1,ENSMUSG00000000957/ENSMUSG00000006205/ENSMUSG00000019558/ENSMUSG00000020388/ENSMUSG00000031799/ENSMUSG00000032076/ENSMUSG00000032366/ENSMUSG00000034220/ENSMUSG00000039062/ENSMUSG00000040152/ENSMUSG00000056888,H,5
HALLMARK_COAGULATION,8,8/109,141/4395,0.2687445096691325,18591/17387/23921/56213/12337/12259/54381/21825,Pdgfb/Mmp14/Sh2b2/Htra1/Capn5/C1qa/Cpq/Thbs1,ENSMUSG00000000489/ENSMUSG00000000957/ENSMUSG00000005057/ENSMUSG00000006205/ENSMUSG00000035547/ENSMUSG00000036887/ENSMUSG00000039007/ENSMUSG00000040152,H,5
HALLMARK_PANCREAS_BETA_CELLS,3,3/109,40/4395,0.5079803812322876,23797/20910/16658,Akt3/Stxbp1/Mafb,ENSMUSG00000019699/ENSMUSG00000026797/ENSMUSG00000074622,H,5
HALLMARK_IL6_JAK_STAT3_SIGNALING,5,5/109,88/4395,0.5079803812322876,11482/20848/55985/12986/16186,Acvrl1/Stat3/Cxcl13/Csf3r/Il2rg,ENSMUSG00000000530/ENSMUSG00000004040/ENSMUSG00000023078/ENSMUSG00000028859/ENSMUSG00000031304,H,5
HALLMARK_HYPOXIA,9,9/109,201/4395,0.5079803812322876,18591/18451/21991/83814/170768/14733/14751/12767/18655,Pdgfb/P4ha1/Tpi1/Nedd4l/Pfkfb3/Gpc1/Gpi1/Cxcr4/Pgk1,ENSMUSG00000000489/ENSMUSG00000019916/ENSMUSG00000023456/ENSMUSG00000024589/ENSMUSG00000026773/ENSMUSG00000034220/ENSMUSG00000036427/ENSMUSG00000045382/ENSMUSG00000062070,H,5
HALLMARK_GLYCOLYSIS,8,8/109,200/4395,0.7146297887043201,18451/217119/21991/18746/14733/12337/12767/18655,P4ha1/Xylt2/Tpi1/Pkm/Gpc1/Capn5/Cxcr4/Pgk1,ENSMUSG00000019916/ENSMUSG00000020868/ENSMUSG00000023456/ENSMUSG00000032294/ENSMUSG00000034220/ENSMUSG00000035547/ENSMUSG00000045382/ENSMUSG00000062070,H,5
HALLMARK_TGF_BETA_SIGNALING,3,3/109,54/4395,0.778301991976527,13805/20481/21825,Eng/Ski/Thbs1,ENSMUSG00000026814/ENSMUSG00000029050/ENSMUSG00000040152,H,5
HALLMARK_ANGIOGENESIS,2,2/109,36/4395,0.8705011200989323,16449/16976,Jag1/Lrpap1,ENSMUSG00000027276/ENSMUSG00000029103,H,5
HALLMARK_CHOLESTEROL_HOMEOSTASIS,3,3/109,74/4395,0.8705011200989323,66102/11658/16449,Cxcl16/Alcam/Jag1,ENSMUSG00000018920/ENSMUSG00000022636/ENSMUSG00000027276,H,5
HALLMARK_PI3K_AKT_MTOR_SIGNALING,4,4/109,105/4395,0.8705011200989323,17346/16186/12767/18751,Mknk1/Il2rg/Cxcr4/Prkcb,ENSMUSG00000028708/ENSMUSG00000031304/ENSMUSG00000045382/ENSMUSG00000052889,H,5
HALLMARK_COMPLEMENT,7,7/109,197/4395,0.8705011200989323,18591/17387/14696/16409/12259/12262/54381,Pdgfb/Mmp14/Gnb4/Itgam/C1qa/C1qc/Cpq,ENSMUSG00000000489/ENSMUSG00000000957/ENSMUSG00000027669/ENSMUSG00000030786/ENSMUSG00000036887/ENSMUSG00000036896/ENSMUSG00000039007,H,5
HALLMARK_MYOGENESIS,7,7/109,200/4395,0.8705011200989323,12709/17913/102857/30948/12955/53311/71994,Ckb/Myo1c/Slc6a8/Bin1/Cryab/Mybph/Cnn3,ENSMUSG00000001270/ENSMUSG00000017774/ENSMUSG00000019558/ENSMUSG00000024381/ENSMUSG00000032060/ENSMUSG00000042451/ENSMUSG00000053931,H,5
HALLMARK_ALLOGRAFT_REJECTION,7,7/109,204/4395,0.8705011200989323,18636/14744/23880/55985/16186/21897/18751,Cfp/Gpr65/Fyb/Cxcl13/Il2rg/Tlr1/Prkcb,ENSMUSG00000001128/ENSMUSG00000021886/ENSMUSG00000022148/ENSMUSG00000023078/ENSMUSG00000031304/ENSMUSG00000044827/ENSMUSG00000052889,H,5
HALLMARK_APICAL_JUNCTION,6,6/109,199/4395,0.9317235546707229,23797/23880/108100/11490/102657/232975,Akt3/Fyb/Baiap2/Adam15/Cd276/Atp1a3,ENSMUSG00000019699/ENSMUSG00000022148/ENSMUSG00000025372/ENSMUSG00000028041/ENSMUSG00000035914/ENSMUSG00000040907,H,5
HALLMARK_IL2_STAT5_SIGNALING,6,6/109,200/4395,0.9317235546707229,17913/18451/14744/11658/16154/229521,Myo1c/P4ha1/Gpr65/Alcam/Il10ra/Syt11,ENSMUSG00000017774/ENSMUSG00000019916/ENSMUSG00000021886/ENSMUSG00000022636/ENSMUSG00000032089/ENSMUSG00000068923,H,5
HALLMARK_MTORC1_SIGNALING,6,6/109,200/4395,0.9317235546707229,18636/18451/21991/14751/12767/18655,Cfp/P4ha1/Tpi1/Gpi1/Cxcr4/Pgk1,ENSMUSG00000001128/ENSMUSG00000019916/ENSMUSG00000023456/ENSMUSG00000036427/ENSMUSG00000045382/ENSMUSG00000062070,H,5
HALLMARK_TNFA_SIGNALING_VIA_NFKB,6,6/109,200/4395,0.9317235546707229,16197/20725/170768/16449/22151/17118,Il7r/Serpinb8/Pfkfb3/Jag1/Tubb2a/Marcks,ENSMUSG00000003882/ENSMUSG00000026315/ENSMUSG00000026773/ENSMUSG00000027276/ENSMUSG00000058672/ENSMUSG00000069662,H,5
HALLMARK_NOTCH_SIGNALING,1,1/109,32/4395,0.9950063584789542,16449,Jag1,ENSMUSG00000027276,H,5
HALLMARK_HEDGEHOG_SIGNALING,1,1/109,36/4395,0.9950063584789542,104001,Rtn1,ENSMUSG00000021087,H,5
HALLMARK_WNT_BETA_CATENIN_SIGNALING,1,1/109,42/4395,0.9950063584789542,16449,Jag1,ENSMUSG00000027276,H,5
HALLMARK_APICAL_SURFACE,1,1/109,44/4395,0.9950063584789542,16186,Il2rg,ENSMUSG00000031304,H,5
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1,1/109,49/4395,0.9950063584789542,17250,Abcc1,ENSMUSG00000023088,H,5
HALLMARK_MYC_TARGETS_V2,1,1/109,58/4395,0.9950063584789542,107094,Rrp12,ENSMUSG00000035049,H,5
HALLMARK_ANDROGEN_RESPONSE,1,1/109,111/4395,0.9950063584789542,107094,Rrp12,ENSMUSG00000035049,H,5
HALLMARK_BILE_ACID_METABOLISM,1,1/109,113/4395,0.9950063584789542,104086,Cyp27a1,ENSMUSG00000026170,H,5
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,1/109,113/4395,0.9950063584789542,22151,Tubb2a,ENSMUSG00000058672,H,5
HALLMARK_SPERMATOGENESIS,1,1/109,135/4395,0.9950063584789542,15925,Ide,ENSMUSG00000056999,H,5
HALLMARK_DNA_REPAIR,1,1/109,150/4395,0.9950063584789542,21357,Tarbp2,ENSMUSG00000023051,H,5
HALLMARK_APOPTOSIS,1,1/109,161/4395,0.9950063584789542,12122,Bid,ENSMUSG00000004446,H,5
HALLMARK_MYC_TARGETS_V1,1,1/109,200/4395,0.9950063584789542,18655,Pgk1,ENSMUSG00000062070,H,5
HALLMARK_ESTROGEN_RESPONSE_LATE,1,1/109,206/4395,0.9950063584789542,12709,Ckb,ENSMUSG00000001270,H,5
HALLMARK_PEROXISOME,2,2/109,107/4395,0.9950063584789542,54725/15925,Cadm1/Ide,ENSMUSG00000032076/ENSMUSG00000056999,H,5
HALLMARK_OXIDATIVE_PHOSPHORYLATION,2,2/109,198/4395,0.9950063584789542,16832/14751,Ldhb/Gpi1,ENSMUSG00000030246/ENSMUSG00000036427,H,5
HALLMARK_E2F_TARGETS,2,2/109,200/4395,0.9950063584789542,17215/105988,Mcm3/Espl1,ENSMUSG00000041859/ENSMUSG00000058290,H,5
HALLMARK_ESTROGEN_RESPONSE_EARLY,2,2/109,200/4395,0.9950063584789542,99543/107094,Olfml3/Rrp12,ENSMUSG00000027848/ENSMUSG00000035049,H,5
HALLMARK_UV_RESPONSE_DN,3,3/109,144/4395,0.9950063584789542,23797/17250/328108,Akt3/Abcc1/Togaram1,ENSMUSG00000019699/ENSMUSG00000023088/ENSMUSG00000035614,H,5
HALLMARK_UV_RESPONSE_UP,3,3/109,162/4395,0.9950063584789542,17387/12122/102857,Mmp14/Bid/Slc6a8,ENSMUSG00000000957/ENSMUSG00000004446/ENSMUSG00000019558,H,5
HALLMARK_G2M_CHECKPOINT,3,3/109,199/4395,0.9950063584789542,17215/105988/17118,Mcm3/Espl1/Marcks,ENSMUSG00000041859/ENSMUSG00000058290/ENSMUSG00000069662,H,5
HALLMARK_ADIPOGENESIS,3,3/109,200/4395,0.9950063584789542,11816/170768/68750,Apoe/Pfkfb3/Rreb1,ENSMUSG00000002985/ENSMUSG00000026773/ENSMUSG00000039087,H,5
HALLMARK_KRAS_SIGNALING_DN,3,3/109,205/4395,0.9950063584789542,71279/50878/74645,Slc29a3/Stag3/Tent5c,ENSMUSG00000020100/ENSMUSG00000036928/ENSMUSG00000044468,H,5
HALLMARK_P53_PATHWAY,4,4/109,200/4395,0.9950063584789542,108100/16832/140742/71839,Baiap2/Ldhb/Sesn1/Osgin1,ENSMUSG00000025372/ENSMUSG00000030246/ENSMUSG00000038332/ENSMUSG00000074063,H,5
HALLMARK_HEME_METABOLISM,5,5/109,195/4395,0.9950063584789542,102857/30805/74136/67712/74645,Slc6a8/Slc22a4/Sec14l1/Slc25a37/Tent5c,ENSMUSG00000019558/ENSMUSG00000020334/ENSMUSG00000020823/ENSMUSG00000034248/ENSMUSG00000044468,H,5
HALLMARK_MITOTIC_SPINDLE,5,5/109,199/4395,0.9950063584789542,16570/30948/72333/105988/17118,Kif3c/Bin1/Palld/Espl1/Marcks,ENSMUSG00000020668/ENSMUSG00000024381/ENSMUSG00000058056/ENSMUSG00000058290/ENSMUSG00000069662,H,5
HALLMARK_XENOBIOTIC_METABOLISM,5,5/109,202/4395,0.9950063584789542,11816/11846/76408/104086/65963,Apoe/Arg1/Abcc3/Cyp27a1/Tmem176b,ENSMUSG00000002985/ENSMUSG00000019987/ENSMUSG00000020865/ENSMUSG00000026170/ENSMUSG00000029810,H,5
HALLMARK_INTERFERON_GAMMA_RESPONSE,5,5/109,208/4395,0.9950063584789542,20848/27056/16154/75345/672511,Stat3/Irf5/Il10ra/Slamf7/Rnf213,ENSMUSG00000004040/ENSMUSG00000029771/ENSMUSG00000032089/ENSMUSG00000038179/ENSMUSG00000070327,H,5
HALLMARK_NOTCH_SIGNALING,1,1/59,32/4395,0.9029055093621231,54613,St3gal6,ENSMUSG00000022747,H,6
HALLMARK_ANGIOGENESIS,1,1/59,36/4395,0.9029055093621231,14182,Fgfr1,ENSMUSG00000031565,H,6
HALLMARK_APICAL_SURFACE,1,1/59,44/4395,0.9029055093621231,14462,Gata3,ENSMUSG00000015619,H,6
HALLMARK_MYC_TARGETS_V2,1,1/59,58/4395,0.9029055093621231,53608,Map3k6,ENSMUSG00000028862,H,6
HALLMARK_PROTEIN_SECRETION,1,1/59,96/4395,0.9029055093621231,15893,Ica1,ENSMUSG00000062995,H,6
HALLMARK_PI3K_AKT_MTOR_SIGNALING,1,1/59,105/4395,0.9029055093621231,26399,Map2k6,ENSMUSG00000020623,H,6
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,1/59,113/4395,0.9029055093621231,78943,Ern1,ENSMUSG00000020715,H,6
HALLMARK_HEDGEHOG_SIGNALING,2,2/59,36/4395,0.9029055093621231,218397/18854,Rasa1/Pml,ENSMUSG00000021549/ENSMUSG00000036986,H,6
HALLMARK_TGF_BETA_SIGNALING,2,2/59,54/4395,0.9029055093621231,11789/12577,Apc/Cdkn1c,ENSMUSG00000005871/ENSMUSG00000037664,H,6
HALLMARK_IL6_JAK_STAT3_SIGNALING,2,2/59,88/4395,0.9029055093621231,16177/20846,Il1r1/Stat1,ENSMUSG00000026072/ENSMUSG00000026104,H,6
HALLMARK_INTERFERON_ALPHA_RESPONSE,2,2/59,102/4395,0.9029055093621231,68713/231655,Ifitm1/Oasl1,ENSMUSG00000025491/ENSMUSG00000041827,H,6
HALLMARK_ANDROGEN_RESPONSE,2,2/59,111/4395,0.9029055093621231,544963/17132,Iqgap2/Maf,ENSMUSG00000021676/ENSMUSG00000055435,H,6
HALLMARK_UV_RESPONSE_DN,2,2/59,144/4395,0.9029055093621231,19274/15893,Ptprm/Ica1,ENSMUSG00000033278/ENSMUSG00000062995,H,6
HALLMARK_DNA_REPAIR,2,2/59,150/4395,0.9029055093621231,11486/94223,Ada/Dgcr8,ENSMUSG00000017697/ENSMUSG00000022718,H,6
HALLMARK_UV_RESPONSE_UP,2,2/59,162/4395,0.9029055093621231,110920/12577,Hspa13/Cdkn1c,ENSMUSG00000032932/ENSMUSG00000037664,H,6
HALLMARK_HEME_METABOLISM,2,2/59,195/4395,0.9029055093621231,64898/74104,Lpin2/Abcb6,ENSMUSG00000024052/ENSMUSG00000026198,H,6
HALLMARK_GLYCOLYSIS,2,2/59,200/4395,0.9029055093621231,74104/110094,Abcb6/Phka2,ENSMUSG00000026198/ENSMUSG00000031295,H,6
HALLMARK_MYOGENESIS,2,2/59,200/4395,0.9029055093621231,11515/13808,Adcy9/Eno3,ENSMUSG00000005580/ENSMUSG00000060600,H,6
HALLMARK_KRAS_SIGNALING_UP,2,2/59,204/4395,0.9029055093621231,20440/228662,St6gal1/Btbd3,ENSMUSG00000022885/ENSMUSG00000062098,H,6
HALLMARK_KRAS_SIGNALING_DN,2,2/59,205/4395,0.9029055093621231,104271/17769,Tex15/Mthfr,ENSMUSG00000009628/ENSMUSG00000029009,H,6
HALLMARK_APICAL_JUNCTION,3,3/59,199/4395,0.9029055093621231,218397/68481/20779,Rasa1/Mpzl1/Src,ENSMUSG00000021549/ENSMUSG00000026566/ENSMUSG00000027646,H,6
HALLMARK_G2M_CHECKPOINT,3,3/59,199/4395,0.9029055093621231,17219/209737/18854,Mcm6/Kif15/Pml,ENSMUSG00000026355/ENSMUSG00000036768/ENSMUSG00000036986,H,6
HALLMARK_E2F_TARGETS,3,3/59,200/4395,0.9029055093621231,17219/17350/101565,Mcm6/Mlh1/Ccp110,ENSMUSG00000026355/ENSMUSG00000032498/ENSMUSG00000033904,H,6
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,3,3/59,200/4395,0.9029055093621231,67305/22341/52118,Gpx7/Vegfc/Pvr,ENSMUSG00000028597/ENSMUSG00000031520/ENSMUSG00000040511,H,6
HALLMARK_ESTROGEN_RESPONSE_EARLY,3,3/59,200/4395,0.9029055093621231,11515/54326/101490,Adcy9/Elovl2/Inpp5f,ENSMUSG00000005580/ENSMUSG00000021364/ENSMUSG00000042105,H,6
HALLMARK_HYPOXIA,3,3/59,201/4395,0.9029055093621231,15275/12577/13808,Hk1/Cdkn1c/Eno3,ENSMUSG00000037012/ENSMUSG00000037664/ENSMUSG00000060600,H,6
HALLMARK_XENOBIOTIC_METABOLISM,3,3/59,202/4395,0.9029055093621231,246277/64898/16177,Csad/Lpin2/Il1r1,ENSMUSG00000023044/ENSMUSG00000024052/ENSMUSG00000026072,H,6
HALLMARK_ALLOGRAFT_REJECTION,3,3/59,204/4395,0.9029055093621231,16153/20846/12525,Il10/Stat1/Cd8a,ENSMUSG00000016529/ENSMUSG00000026104/ENSMUSG00000053977,H,6
HALLMARK_INTERFERON_GAMMA_RESPONSE,3,3/59,208/4395,0.9029055093621231,20846/18854/231655,Stat1/Pml/Oasl1,ENSMUSG00000026104/ENSMUSG00000036986/ENSMUSG00000041827,H,6
HALLMARK_P53_PATHWAY,4,4/59,200/4395,0.9029055093621231,20683/22032/11486/101565,Sp1/Traf4/Ada/Ccp110,ENSMUSG00000001280/ENSMUSG00000017386/ENSMUSG00000017697/ENSMUSG00000033904,H,6
HALLMARK_COMPLEMENT,5,5/59,197/4395,0.9029055093621231,14462/27226/20779/268936/56461,Gata3/Pla2g7/Src/Brpf3/Kcnip3,ENSMUSG00000015619/ENSMUSG00000023913/ENSMUSG00000027646/ENSMUSG00000063952/ENSMUSG00000079056,H,6
HALLMARK_IL2_STAT5_SIGNALING,5,5/59,200/4395,0.9029055093621231,16153/16403/13813/12577/13808,Il10/Itga6/Eomes/Cdkn1c/Eno3,ENSMUSG00000016529/ENSMUSG00000027111/ENSMUSG00000032446/ENSMUSG00000037664/ENSMUSG00000060600,H,6
HALLMARK_INFLAMMATORY_RESPONSE,6,6/59,199/4395,0.9029055093621231,16153/68713/16177/269346/18439/52118,Il10/Ifitm1/Il1r1/Slc28a2/P2rx7/Pvr,ENSMUSG00000016529/ENSMUSG00000025491/ENSMUSG00000026072/ENSMUSG00000027219/ENSMUSG00000029468/ENSMUSG00000040511,H,6
HALLMARK_MITOTIC_SPINDLE,6,6/59,199/4395,0.9029055093621231,11789/218397/16443/106952/74018/209737,Apc/Rasa1/Itsn1/Arap3/Als2/Kif15,ENSMUSG00000005871/ENSMUSG00000021549/ENSMUSG00000022957/ENSMUSG00000024451/ENSMUSG00000026024/ENSMUSG00000036768,H,6
HALLMARK_FATTY_ACID_METABOLISM,1,1/59,160/4395,0.9371250929785436,13808,Eno3,ENSMUSG00000060600,H,6
HALLMARK_APOPTOSIS,1,1/59,161/4395,0.9371250929785436,229791,Plppr4,ENSMUSG00000044667,H,6
HALLMARK_ADIPOGENESIS,1,1/59,200/4395,0.9371250929785436,16443,Itsn1,ENSMUSG00000022957,H,6
HALLMARK_MYC_TARGETS_V1,1,1/59,200/4395,0.9371250929785436,17219,Mcm6,ENSMUSG00000026355,H,6
HALLMARK_TNFA_SIGNALING_VIA_NFKB,1,1/59,200/4395,0.9371250929785436,74646,Spsb1,ENSMUSG00000039911,H,6
HALLMARK_TGF_BETA_SIGNALING,4,4/62,54/4395,0.2658123735565298,12550/97064/18787/15258,Cdh1/Wwtr1/Serpine1/Hipk2,ENSMUSG00000000303/ENSMUSG00000027803/ENSMUSG00000037411/ENSMUSG00000061436,H,7
