Description,Count,GeneRatio,BgRatio,p.adjust,ENTREZIDs,SYMBOLs,ENSEMBLIDs,category,subcategory,module
KEGG_NON_SMALL_CELL_LUNG_CANCER,1,1/91,54/5055,0.8363684680609691,58231,Stk4,ENSMUSG00000018209,C2,CP:KEGG,5
KEGG_BASAL_CELL_CARCINOMA,1,1/91,55/5055,0.8363684680609691,14369,Fzd7,ENSMUSG00000041075,C2,CP:KEGG,5
KEGG_ACUTE_MYELOID_LEUKEMIA,1,1/91,57/5055,0.8363684680609691,20851,Stat5b,ENSMUSG00000020919,C2,CP:KEGG,5
KEGG_RNA_DEGRADATION,1,1/91,57/5055,0.8363684680609691,234699,Edc4,ENSMUSG00000036270,C2,CP:KEGG,5
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,2,2/91,113/5055,0.8363684680609691,11512/16438,Adcy6/Itpr1,ENSMUSG00000022994/ENSMUSG00000030102,C2,CP:KEGG,5
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,1,1/91,59/5055,0.8425601983679545,15277,Hk2,ENSMUSG00000000628,C2,CP:KEGG,5
KEGG_LEISHMANIA_INFECTION,1,1/91,65/5055,0.850461842411231,66513,Tab1,ENSMUSG00000022414,C2,CP:KEGG,5
KEGG_P53_SIGNALING_PATHWAY,1,1/91,66/5055,0.850461842411231,17248,Mdm4,ENSMUSG00000054387,C2,CP:KEGG,5
KEGG_LONG_TERM_POTENTIATION,1,1/91,68/5055,0.850461842411231,16438,Itpr1,ENSMUSG00000030102,C2,CP:KEGG,5
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,1,1/91,69/5055,0.850461842411231,53970,Rfx5,ENSMUSG00000005774,C2,CP:KEGG,5
KEGG_LONG_TERM_DEPRESSION,1,1/91,69/5055,0.850461842411231,16438,Itpr1,ENSMUSG00000030102,C2,CP:KEGG,5
KEGG_RENAL_CELL_CARCINOMA,1,1/91,70/5055,0.850461842411231,12929,Crkl,ENSMUSG00000006134,C2,CP:KEGG,5
KEGG_TIGHT_JUNCTION,2,2/91,131/5055,0.850461842411231,17886/20740,Myh9/Sptan1,ENSMUSG00000022443/ENSMUSG00000057738,C2,CP:KEGG,5
KEGG_VEGF_SIGNALING_PATHWAY,1,1/91,75/5055,0.8561921416987949,19303,Pxn,ENSMUSG00000029528,C2,CP:KEGG,5
KEGG_CARDIAC_MUSCLE_CONTRACTION,1,1/91,76/5055,0.8561921416987949,22273,Uqcrc1,ENSMUSG00000025651,C2,CP:KEGG,5
KEGG_WNT_SIGNALING_PATHWAY,2,2/91,147/5055,0.8561921416987949,225849/14369,Ppp2r5b/Fzd7,ENSMUSG00000024777/ENSMUSG00000041075,C2,CP:KEGG,5
KEGG_APOPTOSIS,1,1/91,82/5055,0.8718152660808173,71946,Endod1,ENSMUSG00000037419,C2,CP:KEGG,5
KEGG_ECM_RECEPTOR_INTERACTION,1,1/91,83/5055,0.8718152660808173,20970,Sdc3,ENSMUSG00000025743,C2,CP:KEGG,5
KEGG_DILATED_CARDIOMYOPATHY,1,1/91,89/5055,0.8880750249762861,11512,Adcy6,ENSMUSG00000022994,C2,CP:KEGG,5
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,1,1/91,96/5055,0.8956706789080452,66513,Tab1,ENSMUSG00000022414,C2,CP:KEGG,5
KEGG_CALCIUM_SIGNALING_PATHWAY,2,2/91,174/5055,0.8956706789080452,13867/16438,Erbb3/Itpr1,ENSMUSG00000018166/ENSMUSG00000030102,C2,CP:KEGG,5
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,1,1/91,108/5055,0.915517735633801,22325,Vav2,ENSMUSG00000009621,C2,CP:KEGG,5
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,1,1/91,117/5055,0.915517735633801,20821,Trim21,ENSMUSG00000030966,C2,CP:KEGG,5
KEGG_LYSOSOME,1,1/91,119/5055,0.915517735633801,11776,Ap3d1,ENSMUSG00000020198,C2,CP:KEGG,5
KEGG_CELL_CYCLE,1,1/91,123/5055,0.915517735633801,59008,Anapc5,ENSMUSG00000029472,C2,CP:KEGG,5
KEGG_OXIDATIVE_PHOSPHORYLATION,1,1/91,127/5055,0.915517735633801,22273,Uqcrc1,ENSMUSG00000025651,C2,CP:KEGG,5
KEGG_AXON_GUIDANCE,1,1/91,129/5055,0.915517735633801,20351,Sema4a,ENSMUSG00000028064,C2,CP:KEGG,5
KEGG_PATHWAYS_IN_CANCER,4,4/91,337/5055,0.915517735633801,12929/58231/20851/14369,Crkl/Stk4/Stat5b/Fzd7,ENSMUSG00000006134/ENSMUSG00000018209/ENSMUSG00000020919/ENSMUSG00000041075,C2,CP:KEGG,5
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,2,2/91,243/5055,0.9383980311394757,16172/320100,Il17ra/Relt,ENSMUSG00000002897/ENSMUSG00000008318,C2,CP:KEGG,5
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,15,15/87,243/5055,0.001280102716724957,16161/16197/20307/12977/15975/55985/12978/21949/12986/24099/20293/20296/12767/13051/12774,Il12rb1/Il7r/Ccl8/Csf1/Ifnar1/Cxcl13/Csf1r/Tnfsf8/Csf3r/Tnfsf13b/Ccl12/Ccl2/Cxcr4/Cx3cr1/Ccr5,ENSMUSG00000000791/ENSMUSG00000003882/ENSMUSG00000009185/ENSMUSG00000014599/ENSMUSG00000022967/ENSMUSG00000023078/ENSMUSG00000024621/ENSMUSG00000028362/ENSMUSG00000028859/ENSMUSG00000031497/ENSMUSG00000035352/ENSMUSG00000035385/ENSMUSG00000045382/ENSMUSG00000052336/ENSMUSG00000079227,C2,CP:KEGG,6
KEGG_CHEMOKINE_SIGNALING_PATHWAY,10,10/87,176/5055,0.03928807313538762,20307/55985/14696/20293/20296/14702/12767/13051/18751/12774,Ccl8/Cxcl13/Gnb4/Ccl12/Ccl2/Gng2/Cxcr4/Cx3cr1/Prkcb/Ccr5,ENSMUSG00000009185/ENSMUSG00000023078/ENSMUSG00000027669/ENSMUSG00000035352/ENSMUSG00000035385/ENSMUSG00000043004/ENSMUSG00000045382/ENSMUSG00000052336/ENSMUSG00000052889/ENSMUSG00000079227,C2,CP:KEGG,6
KEGG_HEMATOPOIETIC_CELL_LINEAGE,6,6/87,81/5055,0.08331801500655305,16197/12977/12978/12986/16409/16790,Il7r/Csf1/Csf1r/Csf3r/Itgam/Anpep,ENSMUSG00000003882/ENSMUSG00000014599/ENSMUSG00000024621/ENSMUSG00000028859/ENSMUSG00000030786/ENSMUSG00000039062,C2,CP:KEGG,6
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION,3,3/87,21/5055,0.12955316659114513,27029/15212/15442,Sgsh/Hexb/Hpse,ENSMUSG00000005043/ENSMUSG00000021665/ENSMUSG00000035273,C2,CP:KEGG,6
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,5,5/87,70/5055,0.13401428938759152,12259/12262/12260/12267/12273,C1qa/C1qc/C1qb/C3ar1/C5ar1,ENSMUSG00000036887/ENSMUSG00000036896/ENSMUSG00000036905/ENSMUSG00000040552/ENSMUSG00000049130,C2,CP:KEGG,6
KEGG_PRION_DISEASES,3,3/87,34/5055,0.32562442266775177,12259/12262/12260,C1qa/C1qc/C1qb,ENSMUSG00000036887/ENSMUSG00000036896/ENSMUSG00000036905,C2,CP:KEGG,6
KEGG_CELL_ADHESION_MOLECULES_CAMS,6,6/87,129/5055,0.32562442266775177,58205/11658/12524/68481/16409/54725,Pdcd1lg2/Alcam/Cd86/Mpzl1/Itgam/Cadm1,ENSMUSG00000016498/ENSMUSG00000022636/ENSMUSG00000022901/ENSMUSG00000026566/ENSMUSG00000030786/ENSMUSG00000032076,C2,CP:KEGG,6
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,2,2/87,15/5055,0.329015930532742,53618/76969,Fut8/Chst1,ENSMUSG00000021065/ENSMUSG00000027221,C2,CP:KEGG,6
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,3,3/87,42/5055,0.38392971657859365,12524/24099/12767,Cd86/Tnfsf13b/Cxcr4,ENSMUSG00000022901/ENSMUSG00000031497/ENSMUSG00000045382,C2,CP:KEGG,6
KEGG_ARGININE_AND_PROLINE_METABOLISM,3,3/87,52/5055,0.5891570760098825,12709/11846/67092,Ckb/Arg1/Gatm,ENSMUSG00000001270/ENSMUSG00000019987/ENSMUSG00000027199,C2,CP:KEGG,6
KEGG_AXON_GUIDANCE,5,5/87,129/5055,0.6341611944440784,20354/18186/14270/16885/12767,Sema4d/Nrp1/Srgap2/Limk1/Cxcr4,ENSMUSG00000021451/ENSMUSG00000025810/ENSMUSG00000026425/ENSMUSG00000029674/ENSMUSG00000045382,C2,CP:KEGG,6
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,3,3/87,59/5055,0.6637908204733683,20307/20293/20296,Ccl8/Ccl12/Ccl2,ENSMUSG00000009185/ENSMUSG00000035352/ENSMUSG00000035385,C2,CP:KEGG,6
KEGG_P53_SIGNALING_PATHWAY,3,3/87,66/5055,0.76459871115590206,50883/140742/21825,Chek2/Sesn1/Thbs1,ENSMUSG00000029521/ENSMUSG00000038332/ENSMUSG00000040152,C2,CP:KEGG,6
KEGG_JAK_STAT_SIGNALING_PATHWAY,5,5/87,147/5055,0.76459871115590206,16161/16197/15975/12986/12702,Il12rb1/Il7r/Ifnar1/Csf3r/Socs3,ENSMUSG00000000791/ENSMUSG00000003882/ENSMUSG00000022967/ENSMUSG00000028859/ENSMUSG00000053113,C2,CP:KEGG,6
KEGG_ABC_TRANSPORTERS,2,2/87,42/5055,0.7914629658503376,76408/217262,Abcc3/Abca9,ENSMUSG00000020865/ENSMUSG00000041797,C2,CP:KEGG,6
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,2,2/87,42/5055,0.7914629658503376,232975/18751,Atp1a3/Prkcb,ENSMUSG00000040907/ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,2,2/87,44/5055,0.7914629658503376,15212/109785,Hexb/Pgm3,ENSMUSG00000021665/ENSMUSG00000056131,C2,CP:KEGG,6
KEGG_N_GLYCAN_BIOSYNTHESIS,2,2/87,45/5055,0.7914629658503376,17155/53618,Man1a/Fut8,ENSMUSG00000003746/ENSMUSG00000021065,C2,CP:KEGG,6
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,3,3/87,75/5055,0.7914629658503376,74596/170835/18751,Cds1/Inpp5j/Prkcb,ENSMUSG00000029330/ENSMUSG00000034570/ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,3,3/87,76/5055,0.7914629658503376,12517/18751/18733,Cd72/Prkcb/Pirb,ENSMUSG00000028459/ENSMUSG00000052889/ENSMUSG00000058818,C2,CP:KEGG,6
KEGG_GAP_JUNCTION,3,3/87,86/5055,0.7914629658503376,15559/18751/22142,Htr2b/Prkcb/Tuba1a,ENSMUSG00000026228/ENSMUSG00000052889/ENSMUSG00000072235,C2,CP:KEGG,6
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,4,4/87,117/5055,0.7914629658503376,12524/12259/12262/12260,Cd86/C1qa/C1qc/C1qb,ENSMUSG00000022901/ENSMUSG00000036887/ENSMUSG00000036896/ENSMUSG00000036905,C2,CP:KEGG,6
KEGG_LYSOSOME,4,4/87,119/5055,0.7914629658503376,27029/19141/15212/18173,Sgsh/Lgmn/Hexb/Slc11a1,ENSMUSG00000005043/ENSMUSG00000021190/ENSMUSG00000021665/ENSMUSG00000026177,C2,CP:KEGG,6
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES,1,1/87,14/5055,0.8013820305157411,15212,Hexb,ENSMUSG00000021665,C2,CP:KEGG,6
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,1,1/87,15/5055,0.8013820305157411,15212,Hexb,ENSMUSG00000021665,C2,CP:KEGG,6
KEGG_OTHER_GLYCAN_DEGRADATION,1,1/87,16/5055,0.8013820305157411,15212,Hexb,ENSMUSG00000021665,C2,CP:KEGG,6
KEGG_RIBOFLAVIN_METABOLISM,1,1/87,16/5055,0.8013820305157411,75454,Phpt1,ENSMUSG00000036504,C2,CP:KEGG,6
KEGG_GLUTATHIONE_METABOLISM,2,2/87,48/5055,0.8013820305157411,14630/16790,Gclm/Anpep,ENSMUSG00000028124/ENSMUSG00000039062,C2,CP:KEGG,6
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,3,3/87,95/5055,0.8013820305157411,16885/18751/17118,Limk1/Prkcb/Marcks,ENSMUSG00000029674/ENSMUSG00000052889/ENSMUSG00000069662,C2,CP:KEGG,6
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,3,3/87,96/5055,0.8013820305157411,12524/15975/21897,Cd86/Ifnar1/Tlr1,ENSMUSG00000022901/ENSMUSG00000022967/ENSMUSG00000044827,C2,CP:KEGG,6
KEGG_RENIN_ANGIOTENSIN_SYSTEM,1,1/87,17/5055,0.8152848431535984,16790,Anpep,ENSMUSG00000039062,C2,CP:KEGG,6
KEGG_ARACHIDONIC_ACID_METABOLISM,2,2/87,58/5055,0.8152848431535984,72054/54486,Cyp4f18/Hpgds,ENSMUSG00000003484/ENSMUSG00000029919,C2,CP:KEGG,6
KEGG_DORSO_VENTRAL_AXIS_FORMATION,1,1/87,22/5055,0.8214550829092988,14011,Etv6,ENSMUSG00000030199,C2,CP:KEGG,6
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,1,1/87,22/5055,0.8214550829092988,217119,Xylt2,ENSMUSG00000020868,C2,CP:KEGG,6
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,1,1/87,22/5055,0.8214550829092988,232975,Atp1a3,ENSMUSG00000040907,C2,CP:KEGG,6
KEGG_LEISHMANIA_INFECTION,2,2/87,65/5055,0.8214550829092988,16409/18751,Itgam/Prkcb,ENSMUSG00000030786/ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_LONG_TERM_DEPRESSION,2,2/87,69/5055,0.8214550829092988,14674/18751,Gna13/Prkcb,ENSMUSG00000020611/ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_PPAR_SIGNALING_PATHWAY,2,2/87,70/5055,0.8214550829092988,18830/14077,Pltp/Fabp3,ENSMUSG00000017754/ENSMUSG00000028773,C2,CP:KEGG,6
KEGG_VIRAL_MYOCARDITIS,2,2/87,70/5055,0.8214550829092988,77579/12524,Myh10/Cd86,ENSMUSG00000020900/ENSMUSG00000022901,C2,CP:KEGG,6
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,3,3/87,113/5055,0.8214550829092988,14674/11475/18751,Gna13/Acta2/Prkcb,ENSMUSG00000020611/ENSMUSG00000035783/ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,3,3/87,114/5055,0.8214550829092988,16409/12767/18751,Itgam/Cxcr4/Prkcb,ENSMUSG00000030786/ENSMUSG00000045382/ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE,1,1/87,26/5055,0.8275739460996357,217119,Xylt2,ENSMUSG00000020868,C2,CP:KEGG,6
KEGG_O_GLYCAN_BIOSYNTHESIS,1,1/87,30/5055,0.8275739460996357,231605,Galnt9,ENSMUSG00000033316,C2,CP:KEGG,6
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,1,1/87,31/5055,0.8275739460996357,11565,Adssl1,ENSMUSG00000011148,C2,CP:KEGG,6
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,1,1/87,31/5055,0.8275739460996357,67092,Gatm,ENSMUSG00000027199,C2,CP:KEGG,6
KEGG_PROPANOATE_METABOLISM,1,1/87,31/5055,0.8275739460996357,16832,Ldhb,ENSMUSG00000030246,C2,CP:KEGG,6
KEGG_ETHER_LIPID_METABOLISM,1,1/87,32/5055,0.8275739460996357,210992,Lpcat1,ENSMUSG00000021608,C2,CP:KEGG,6
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,1,1/87,33/5055,0.8275739460996357,16832,Ldhb,ENSMUSG00000030246,C2,CP:KEGG,6
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,1,1/87,34/5055,0.8275739460996357,75454,Phpt1,ENSMUSG00000036504,C2,CP:KEGG,6
KEGG_PRIMARY_IMMUNODEFICIENCY,1,1/87,35/5055,0.8275739460996357,16197,Il7r,ENSMUSG00000003882,C2,CP:KEGG,6
KEGG_GRAFT_VERSUS_HOST_DISEASE,1,1/87,36/5055,0.8275739460996357,12524,Cd86,ENSMUSG00000022901,C2,CP:KEGG,6
KEGG_ALLOGRAFT_REJECTION,1,1/87,37/5055,0.8275739460996357,12524,Cd86,ENSMUSG00000022901,C2,CP:KEGG,6
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,1,1/87,38/5055,0.8275739460996357,12870,Cp,ENSMUSG00000003617,C2,CP:KEGG,6
KEGG_PYRUVATE_METABOLISM,1,1/87,39/5055,0.8275739460996357,16832,Ldhb,ENSMUSG00000030246,C2,CP:KEGG,6
KEGG_SPHINGOLIPID_METABOLISM,1,1/87,39/5055,0.8275739460996357,56386,B4galt6,ENSMUSG00000056124,C2,CP:KEGG,6
KEGG_CARDIAC_MUSCLE_CONTRACTION,2,2/87,76/5055,0.8275739460996357,326618/232975,Tpm4/Atp1a3,ENSMUSG00000031799/ENSMUSG00000040907,C2,CP:KEGG,6
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,2,2/87,76/5055,0.8275739460996357,210992/74596,Lpcat1/Cds1,ENSMUSG00000021608/ENSMUSG00000029330,C2,CP:KEGG,6
KEGG_ENDOCYTOSIS,4,4/87,182/5055,0.8275739460996357,12978/58194/12767/12774,Csf1r/Sh3kbp1/Cxcr4/Ccr5,ENSMUSG00000024621/ENSMUSG00000040990/ENSMUSG00000045382/ENSMUSG00000079227,C2,CP:KEGG,6
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,4,4/87,210/5055,0.8275739460996357,14674/77579/16885/16409,Gna13/Myh10/Limk1/Itgam,ENSMUSG00000020611/ENSMUSG00000020900/ENSMUSG00000029674/ENSMUSG00000030786,C2,CP:KEGG,6
KEGG_BLADDER_CANCER,1,1/87,42/5055,0.8560531648265989,21825,Thbs1,ENSMUSG00000040152,C2,CP:KEGG,6
KEGG_TYPE_I_DIABETES_MELLITUS,1,1/87,43/5055,0.8560531648265989,12524,Cd86,ENSMUSG00000022901,C2,CP:KEGG,6
KEGG_AUTOIMMUNE_THYROID_DISEASE,1,1/87,47/5055,0.8653861222044124,12524,Cd86,ENSMUSG00000022901,C2,CP:KEGG,6
KEGG_NOTCH_SIGNALING_PATHWAY,1,1/87,47/5055,0.8653861222044124,19664,Rbpj,ENSMUSG00000039191,C2,CP:KEGG,6
KEGG_TYPE_II_DIABETES_MELLITUS,1,1/87,47/5055,0.8653861222044124,12702,Socs3,ENSMUSG00000053113,C2,CP:KEGG,6
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,1,1/87,53/5055,0.8727849406963103,22142,Tuba1a,ENSMUSG00000072235,C2,CP:KEGG,6
KEGG_VIBRIO_CHOLERAE_INFECTION,1,1/87,53/5055,0.8727849406963103,18751,Prkcb,ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_INOSITOL_PHOSPHATE_METABOLISM,1,1/87,54/5055,0.8727849406963103,170835,Inpp5j,ENSMUSG00000034570,C2,CP:KEGG,6
KEGG_NON_SMALL_CELL_LUNG_CANCER,1,1/87,54/5055,0.8727849406963103,18751,Prkcb,ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,2,2/87,120/5055,0.8727849406963103,15975/18751,Ifnar1/Prkcb,ENSMUSG00000022967/ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_CALCIUM_SIGNALING_PATHWAY,3,3/87,174/5055,0.8727849406963103,15566/15559/18751,Htr7/Htr2b/Prkcb,ENSMUSG00000024798/ENSMUSG00000026228/ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,1,1/87,59/5055,0.8780054816367764,16832,Ldhb,ENSMUSG00000030246,C2,CP:KEGG,6
KEGG_GLIOMA,1,1/87,64/5055,0.8780054816367764,18751,Prkcb,ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,1,1/87,67/5055,0.8780054816367764,12702,Socs3,ENSMUSG00000053113,C2,CP:KEGG,6
KEGG_LONG_TERM_POTENTIATION,1,1/87,68/5055,0.8780054816367764,18751,Prkcb,ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,1,1/87,69/5055,0.8780054816367764,19141,Lgmn,ENSMUSG00000021190,C2,CP:KEGG,6
KEGG_CELL_CYCLE,2,2/87,123/5055,0.8780054816367764,22629/50883,Ywhah/Chek2,ENSMUSG00000018965/ENSMUSG00000029521,C2,CP:KEGG,6
KEGG_TIGHT_JUNCTION,2,2/87,131/5055,0.8780054816367764,77579/18751,Myh10/Prkcb,ENSMUSG00000020900/ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,2,2/87,132/5055,0.8780054816367764,50995/12702,Uba2/Socs3,ENSMUSG00000052997/ENSMUSG00000053113,C2,CP:KEGG,6
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,4,4/87,266/5055,0.8780054816367764,15566/15559/12267/12273,Htr7/Htr2b/C3ar1/C5ar1,ENSMUSG00000024798/ENSMUSG00000026228/ENSMUSG00000040552/ENSMUSG00000049130,C2,CP:KEGG,6
KEGG_VEGF_SIGNALING_PATHWAY,1,1/87,75/5055,0.8970428673282811,18751,Prkcb,ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,1,1/87,78/5055,0.8970428673282811,18751,Prkcb,ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_ECM_RECEPTOR_INTERACTION,1,1/87,83/5055,0.8970428673282811,21825,Thbs1,ENSMUSG00000040152,C2,CP:KEGG,6
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,1,1/87,83/5055,0.8970428673282811,326618,Tpm4,ENSMUSG00000031799,C2,CP:KEGG,6
KEGG_TGF_BETA_SIGNALING_PATHWAY,1,1/87,84/5055,0.8970428673282811,21825,Thbs1,ENSMUSG00000040152,C2,CP:KEGG,6
KEGG_PURINE_METABOLISM,2,2/87,156/5055,0.8970428673282811,11565/12495,Adssl1/Entpd1,ENSMUSG00000011148/ENSMUSG00000048120,C2,CP:KEGG,6
KEGG_ERBB_SIGNALING_PATHWAY,1,1/87,87/5055,0.8985267451455439,18751,Prkcb,ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_DILATED_CARDIOMYOPATHY,1,1/87,89/5055,0.8985267451455439,326618,Tpm4,ENSMUSG00000031799,C2,CP:KEGG,6
KEGG_PYRIMIDINE_METABOLISM,1,1/87,95/5055,0.9060992742560428,12495,Entpd1,ENSMUSG00000048120,C2,CP:KEGG,6
KEGG_GNRH_SIGNALING_PATHWAY,1,1/87,97/5055,0.9060992742560428,18751,Prkcb,ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_MELANOGENESIS,1,1/87,99/5055,0.9060992742560428,18751,Prkcb,ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_OOCYTE_MEIOSIS,1,1/87,108/5055,0.9143705900410135,22629,Ywhah,ENSMUSG00000018965,C2,CP:KEGG,6
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,1,1/87,108/5055,0.9143705900410135,21682,Tec,ENSMUSG00000029217,C2,CP:KEGG,6
KEGG_FOCAL_ADHESION,2,2/87,197/5055,0.9152403527075919,21825/18751,Thbs1/Prkcb,ENSMUSG00000040152/ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,1,1/87,125/5055,0.9361866459480748,22629,Ywhah,ENSMUSG00000018965,C2,CP:KEGG,6
KEGG_INSULIN_SIGNALING_PATHWAY,1,1/87,135/5055,0.9452301370079321,12702,Socs3,ENSMUSG00000053113,C2,CP:KEGG,6
KEGG_WNT_SIGNALING_PATHWAY,1,1/87,147/5055,0.9501525872130979,18751,Prkcb,ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_ALZHEIMERS_DISEASE,1,1/87,160/5055,0.9501525872130979,11816,Apoe,ENSMUSG00000002985,C2,CP:KEGG,6
KEGG_PATHWAYS_IN_CANCER,3,3/87,337/5055,0.9501525872130979,12978/12986/18751,Csf1r/Csf3r/Prkcb,ENSMUSG00000024621/ENSMUSG00000028859/ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_MAPK_SIGNALING_PATHWAY,1,1/87,263/5055,0.9908087973624409,18751,Prkcb,ENSMUSG00000052889,C2,CP:KEGG,6
KEGG_ASTHMA,4,4/73,29/5055,0.08248274465540593,15001/15000/93719/13587,H2-Oa/H2-DMb2/Ear6/Ear2,ENSMUSG00000024334/ENSMUSG00000037548/ENSMUSG00000062148/ENSMUSG00000072596,C2,CP:KEGG,7
KEGG_THYROID_CANCER,3,3/73,29/5055,0.22513322127930735,19016/20182/26417,Pparg/Rxrb/Mapk3,ENSMUSG00000000440/ENSMUSG00000039656/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_ETHER_LIPID_METABOLISM,3,3/73,32/5055,0.22513322127930735,18782/53357/212862,Pla2g2d/Pla2g6/Chpt1,ENSMUSG00000041202/ENSMUSG00000042632/ENSMUSG00000060002,C2,CP:KEGG,7
KEGG_GRAFT_VERSUS_HOST_DISEASE,3,3/73,36/5055,0.22513322127930735,14990/15001/15000,H2-M2/H2-Oa/H2-DMb2,ENSMUSG00000016283/ENSMUSG00000024334/ENSMUSG00000037548,C2,CP:KEGG,7
KEGG_ALLOGRAFT_REJECTION,3,3/73,37/5055,0.22513322127930735,14990/15001/15000,H2-M2/H2-Oa/H2-DMb2,ENSMUSG00000016283/ENSMUSG00000024334/ENSMUSG00000037548,C2,CP:KEGG,7
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,4,4/73,63/5055,0.22513322127930735,14865/14869/13849/14862,Gstm4/Gstp2/Ephx1/Gstm1,ENSMUSG00000027890/ENSMUSG00000038155/ENSMUSG00000038776/ENSMUSG00000058135,C2,CP:KEGG,7
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,6,6/73,113/5055,0.22513322127930735,19047/104110/51801/18782/53357/26417,Ppp1cc/Adcy4/Ramp1/Pla2g2d/Pla2g6/Mapk3,ENSMUSG00000004455/ENSMUSG00000022220/ENSMUSG00000034353/ENSMUSG00000041202/ENSMUSG00000042632/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_CELL_ADHESION_MOLECULES_CAMS,6,6/73,129/5055,0.22513322127930735,14990/15001/12481/18007/15000/71908,H2-M2/H2-Oa/Cd2/Neo1/H2-DMb2/Cldn23,ENSMUSG00000016283/ENSMUSG00000024334/ENSMUSG00000027863/ENSMUSG00000032340/ENSMUSG00000037548/ENSMUSG00000055976,C2,CP:KEGG,7
